Tree,MC,Timestamp,Port3_RH,Port3_Temp,Port3_Atmos_pressure,Port3_VPD,Port2_ATM22_Yaxis,Port2_Wind_speed,Port2_ATM22_temp,Port2_Gust_speed,Port2_ATM22_Xaxis,Port2_Wind_direction,Port1_Solar,Port4_LW_minutes_H,Port4_LW_minutes,Port4_LWS_Count,Port6_LW_minutes,Port6_LWS_Count,Port6_LW_minutes_H,Port5_ECRN-100_Precipitation,Port5_ECRN-100_Precip_max
FB3,MC3,2024-05-21T19:15:00Z,0.911,19.7,85.77,0.21,1.1,2.86,19.7,8.34,-4,80,0,15,15,464,15,465,15,NA,NA
FB3,MC3,2024-05-21T19:30:00Z,0.902,19.7,85.77,0.22,1.1,2.15,19.7,6.24,-4,93,0,15,15,464,15,465,15,NA,NA
FB3,MC3,2024-05-21T19:45:00Z,0.89,19.8,85.78,0.25,1.1,2.05,19.8,5.15,-3.9,89,0,15,15,462,15,463,15,NA,NA
FB3,MC3,2024-05-21T20:00:00Z,0.88,19.9,85.78,0.28,1.1,2.12,20,4.36,-4,86,0,15,15,463,15,463,15,NA,NA
FB3,MC3,2024-05-21T20:15:00Z,0.882,19.9,85.82,0.27,1.1,2.47,20,5.57,-4,83,0,15,15,462,15,463,15,NA,NA
FB3,MC3,2024-05-21T20:30:00Z,0.879,20,85.85,0.28,1.1,2.18,20,4.73,-3.9,84,0,15,15,463,15,464,15,NA,NA
FB3,MC3,2024-05-21T20:45:00Z,0.881,19.9,85.84,0.28,1.1,1.67,20,4.54,-3.9,102,0,15,15,462,15,463,15,NA,NA
FB3,MC3,2024-05-21T21:00:00Z,0.87,20,85.84,0.3,1.1,1.56,20,5.26,-4,116,0,15,15,461,15,462,15,NA,NA
FB3,MC3,2024-05-21T21:15:00Z,0.862,20,85.88,0.32,1,0.89,19.9,2.13,-4,220,0,15,15,461,15,462,15,NA,NA
FB3,MC3,2024-05-21T21:30:00Z,0.86,19.9,85.91,0.33,1,1.06,19.8,1.97,-4,221,0,15,15,461,15,462,15,NA,NA
FB3,MC3,2024-05-21T21:45:00Z,0.855,20,85.92,0.34,1,0.89,19.9,1.77,-3.9,224,0,15,15,461,15,462,15,NA,NA
FB3,MC3,2024-05-21T22:00:00Z,0.861,19.9,85.94,0.32,1,0.88,19.8,1.48,-3.9,221,0,15,15,462,15,463,15,NA,NA
FB3,MC3,2024-05-21T22:15:00Z,0.872,19.7,85.94,0.29,1,0.84,19.7,1.63,-4,213,0,15,15,463,15,464,15,NA,NA
FB3,MC3,2024-05-21T22:30:00Z,0.883,19.4,85.96,0.26,1,1.35,19.4,1.95,-4,210,0,15,15,464,15,465,15,NA,NA
FB3,MC3,2024-05-21T22:45:00Z,0.88,19.6,85.97,0.27,1,0.88,19.5,1.83,-3.9,215,0,15,15,462,15,463,15,NA,NA
FB3,MC3,2024-05-21T23:00:00Z,0.855,20.1,85.96,0.34,1,0.88,19.8,2.11,-3.9,220,0,15,15,461,15,462,15,NA,NA
FB3,MC3,2024-05-21T23:15:00Z,0.845,20.2,85.96,0.37,1.1,0.58,20,1.68,-3.9,226,0,13,15,460,15,460,15,NA,NA
FB3,MC3,2024-05-21T23:30:00Z,0.822,20.6,85.93,0.43,1,0.63,20.2,2.23,-3.9,223,0,1,15,461,15,462,11,NA,NA
FB3,MC3,2024-05-21T23:45:00Z,0.864,19.4,85.92,0.3,1,1.67,19.3,2.58,-3.9,205,0,15,15,463,15,465,15,NA,NA
FB3,MC3,2024-05-22T00:00:00Z,0.883,19.1,85.9,0.26,1,1.65,19.2,2.35,-4,204,0,15,15,466,15,468,15,NA,NA
FB3,MC3,2024-05-22T00:15:00Z,0.914,18.6,85.89,0.18,1,1.7,18.8,2.45,-4,198,0,15,15,468,15,471,15,NA,NA
FB3,MC3,2024-05-22T00:30:00Z,0.906,18.7,85.88,0.2,1,1.78,18.8,2.64,-3.9,197,0,15,15,469,15,472,15,NA,NA
FB3,MC3,2024-05-22T00:45:00Z,0.933,18.4,85.86,0.14,1,1.62,18.5,2.94,-4,197,0,15,15,470,15,473,15,NA,NA
FB3,MC3,2024-05-22T01:00:00Z,0.94,18.5,85.85,0.13,1.1,1.31,18.6,2.45,-4.1,197,0,15,15,470,15,473,15,NA,NA
FB3,MC3,2024-05-22T01:15:00Z,0.929,18.8,85.84,0.15,1.1,1,18.8,3.21,-4,201,0,15,15,469,15,473,15,NA,NA
FB3,MC3,2024-05-22T01:30:00Z,0.942,18.7,85.83,0.12,1.1,1.12,18.8,2.26,-3.9,200,0,15,15,472,15,477,15,NA,NA
FB3,MC3,2024-05-22T01:45:00Z,0.932,19,85.83,0.15,1,0.78,18.8,2.28,-3.9,212,0,15,15,466,15,468,15,NA,NA
FB3,MC3,2024-05-22T02:00:00Z,0.896,19.3,85.82,0.23,1,1.13,19.1,1.92,-4,202,0,15,15,462,15,463,15,NA,NA
FB3,MC3,2024-05-22T02:15:00Z,0.808,20.4,85.8,0.46,1,0.95,19.6,1.91,-4,219,0,5,15,458,15,459,6,NA,NA
FB3,MC3,2024-05-22T02:30:00Z,0.752,21.3,85.78,0.63,1,0.89,20.1,1.38,-4,229,0,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-22T02:45:00Z,0.733,21.5,85.77,0.68,1,1.14,20.8,2.45,-4,92,0,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-22T03:00:00Z,0.719,21.5,85.77,0.72,1,1.53,21.3,3.12,-3.9,75,0,0,15,456,15,457,0,NA,NA
FB3,MC3,2024-05-22T03:15:00Z,0.732,21.2,85.77,0.68,1,1.03,21.1,2.18,-3.9,84,0,0,15,456,15,456,0,NA,NA
FB3,MC3,2024-05-22T03:30:00Z,0.716,21.5,85.75,0.73,1,1.46,21.4,2.6,-3.9,73,0,0,15,456,15,456,0,NA,NA
FB3,MC3,2024-05-22T03:45:00Z,0.708,21.6,85.76,0.75,1,1.81,21.6,3.11,-4,69,0,0,15,456,15,456,0,NA,NA
FB3,MC3,2024-05-22T04:00:00Z,0.707,21.6,85.77,0.76,0.9,2.15,21.6,3.11,-3.9,67,0,0,15,456,15,456,0,NA,NA
FB3,MC3,2024-05-22T04:15:00Z,0.716,21.5,85.77,0.73,1,1.99,21.5,3.23,-3.9,64,0,0,15,456,15,456,0,NA,NA
FB3,MC3,2024-05-22T04:30:00Z,0.734,21.2,85.79,0.67,0.9,1.43,21.2,2.12,-3.9,63,0,0,15,456,15,457,0,NA,NA
FB3,MC3,2024-05-22T04:45:00Z,0.743,20.9,85.8,0.64,1,1.57,21,2.69,-3.9,70,0,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-22T05:00:00Z,0.757,20.8,85.82,0.6,1,2.19,20.8,3.5,-3.9,73,0,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-22T05:15:00Z,0.775,20.5,85.83,0.54,1,2.47,20.6,4.23,-4,73,0,0,15,457,15,458,0,NA,NA
FB3,MC3,2024-05-22T05:30:00Z,0.794,20.2,85.84,0.49,1,2.92,20.3,4.59,-4,75,4.9,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-22T05:45:00Z,0.801,19.9,85.85,0.46,1,1.96,20.3,4.48,-4,86,49.4,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-22T06:00:00Z,0.825,19.8,85.86,0.4,1,1.54,20.3,3.47,-3.9,92,70.7,0,15,458,15,459,0,NA,NA
FB3,MC3,2024-05-22T06:15:00Z,0.826,20.1,85.89,0.41,1,1.29,20.8,2.98,-4,96,37.5,0,15,458,15,459,0,NA,NA
FB3,MC3,2024-05-22T06:30:00Z,0.837,20,85.92,0.38,1,2.36,20.3,4.3,-4,77,43.9,0,15,460,15,460,0,NA,NA
FB3,MC3,2024-05-22T06:45:00Z,0.915,18.6,85.94,0.18,1.1,3.43,18.9,6.75,-4,73,71.6,15,15,477,15,482,15,NA,NA
FB3,MC3,2024-05-22T07:00:00Z,0.978,17.9,85.96,0.04,1,2.5,18,6.02,-4,61,52.7,15,15,476,15,479,15,NA,NA
FB3,MC3,2024-05-22T07:15:00Z,0.991,18,85.98,0.02,1.1,1.89,18,4.74,-4,56,47.2,15,15,474,15,476,15,NA,NA
FB3,MC3,2024-05-22T07:30:00Z,0.993,18.3,85.99,0.01,1,1.41,18.3,2.83,-4.1,54,75.8,15,15,469,15,470,15,NA,NA
FB3,MC3,2024-05-22T07:45:00Z,0.98,18.6,86.01,0.04,1.1,2.29,18.6,4.24,-4,52,67.7,15,15,470,15,472,15,NA,NA
FB3,MC3,2024-05-22T08:00:00Z,0.97,18.9,86.01,0.07,1,1.15,19,2.97,-4,65,106,15,15,467,15,467,15,NA,NA
FB3,MC3,2024-05-22T08:15:00Z,0.951,19.3,86.02,0.11,1.1,1.41,19.6,4.58,-4,72,127.6,15,15,464,15,464,15,NA,NA
FB3,MC3,2024-05-22T08:30:00Z,0.94,19.6,86.03,0.14,1,1.15,19.7,3.67,-4,67,91.4,15,15,466,15,467,15,NA,NA
FB3,MC3,2024-05-22T08:45:00Z,0.938,19.5,86.03,0.14,1,1.99,19.6,4.62,-4,69,192.6,15,15,461,15,461,15,NA,NA
FB3,MC3,2024-05-22T09:00:00Z,0.924,20.2,86.02,0.18,1,1.08,20.4,4.06,-4,85,279.6,11,15,459,15,459,11,NA,NA
FB3,MC3,2024-05-22T09:15:00Z,0.902,20.6,86.02,0.24,1,1.56,20.6,3.75,-3.9,65,388.9,1,15,460,15,461,3,NA,NA
FB3,MC3,2024-05-22T09:30:00Z,0.897,20.6,86.03,0.25,1,2.43,20.6,6.34,-4,72,397.3,5,15,461,15,461,7,NA,NA
FB3,MC3,2024-05-22T09:45:00Z,0.91,20.3,86.04,0.21,1,2.74,20.5,5.71,-4.1,66,238,13,15,460,15,459,13,NA,NA
FB3,MC3,2024-05-22T10:00:00Z,0.89,20.8,86.04,0.27,0.9,3.28,20.8,5.69,-3.9,73,423.2,0,15,459,15,458,0,NA,NA
FB3,MC3,2024-05-22T10:15:00Z,0.881,21,86.03,0.3,1,3.24,21.2,5.49,-3.9,70,216.1,1,15,460,15,461,3,NA,NA
FB3,MC3,2024-05-22T10:30:00Z,0.888,20.8,86.01,0.28,1,2.81,21,5.03,-3.9,71,182.6,9,15,459,15,460,12,NA,NA
FB3,MC3,2024-05-22T10:45:00Z,0.904,20.9,86.01,0.24,0.9,2.56,21.2,5.5,-4,71,189.9,9,15,460,15,460,12,NA,NA
FB3,MC3,2024-05-22T11:00:00Z,0.894,21.1,86.01,0.27,1.8,1.87,21.4,5.35,-3.9,56,176,6,15,459,15,459,10,NA,NA
FB3,MC3,2024-05-22T11:15:00Z,0.88,21.6,86.01,0.31,2,0.77,22.3,3,-3.6,56,247,0,15,456,15,457,0,NA,NA
FB3,MC3,2024-05-22T11:30:00Z,0.853,22.1,86,0.39,2.1,1.28,22.6,1.39,-3.6,51,369.3,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-22T11:45:00Z,0.844,22.1,86,0.41,2,2.09,22.4,5.05,-3.6,54,288.9,0,15,456,15,457,0,NA,NA
FB3,MC3,2024-05-22T12:00:00Z,0.839,22.1,85.99,0.43,2,2.52,22.3,5.19,-3.6,51,232.5,0,15,456,15,454,0,NA,NA
FB3,MC3,2024-05-22T12:15:00Z,0.834,22.3,85.98,0.45,2,2.15,22.5,5.03,-3.6,51,269.7,0,15,456,15,455,0,NA,NA
FB3,MC3,2024-05-22T12:30:00Z,0.835,22.4,85.98,0.45,2,2.91,22.4,5.51,-3.6,62,200.3,0,15,457,15,455,0,NA,NA
FB3,MC3,2024-05-22T12:45:00Z,0.852,22,85.97,0.39,2,3.31,22.2,6.92,-3.6,57,192.8,0,15,457,15,456,0,NA,NA
FB3,MC3,2024-05-22T13:00:00Z,0.847,22.1,85.95,0.41,2,2.53,22.4,5.86,-3.6,56,172.3,0,15,456,15,453,0,NA,NA
FB3,MC3,2024-05-22T13:15:00Z,0.812,22.9,85.94,0.52,1.9,1.62,23.3,4.8,-3.5,61,185.5,0,15,455,15,455,0,NA,NA
FB3,MC3,2024-05-22T13:30:00Z,0.798,23,85.92,0.57,1.9,1.89,23.6,5.3,-3.5,58,247.9,0,15,455,15,454,0,NA,NA
FB3,MC3,2024-05-22T13:45:00Z,0.794,23.3,85.89,0.59,1.9,1.61,24.1,6.04,-3.5,74,173.4,0,15,455,15,452,0,NA,NA
FB3,MC3,2024-05-22T14:00:00Z,0.793,23.3,85.88,0.59,1.8,2.02,23.7,5.53,-3.6,49,265.9,0,15,452,15,453,0,NA,NA
FB3,MC3,2024-05-22T14:15:00Z,0.798,23.1,85.87,0.57,1.7,1.81,23.8,4.47,-3.6,32,545.3,0,15,451,15,455,0,NA,NA
FB3,MC3,2024-05-22T14:30:00Z,0.801,23,85.85,0.56,1.7,2.22,23.8,5.31,-3.5,45,574.6,0,15,454,15,455,0,NA,NA
FB3,MC3,2024-05-22T14:45:00Z,0.821,22.7,85.82,0.49,1.8,2.92,23.2,5.63,-3.6,48,150.1,0,15,456,15,456,0,NA,NA
FB3,MC3,2024-05-22T15:00:00Z,0.831,22.7,85.82,0.47,1.9,1.99,23.1,5.69,-3.6,40,130.2,0,15,456,15,456,0,NA,NA
FB3,MC3,2024-05-22T15:15:00Z,0.849,22,85.83,0.4,1.9,2.52,22.2,6.02,-3.7,47,62.1,0,15,458,15,457,0,NA,NA
FB3,MC3,2024-05-22T15:30:00Z,0.869,22,85.81,0.34,1.9,2.32,22.5,5.58,-3.7,50,95.4,0,15,459,15,455,0,NA,NA
FB3,MC3,2024-05-22T15:45:00Z,0.877,21.8,85.79,0.32,1.9,2.79,22.1,4.97,-3.7,53,51.1,7,15,459,15,456,0,NA,NA
FB3,MC3,2024-05-22T16:00:00Z,0.882,21.8,85.79,0.31,1.9,1.67,22.5,3.99,-3.6,39,107.7,6,15,459,15,455,0,NA,NA
FB3,MC3,2024-05-22T16:15:00Z,0.888,21.7,85.8,0.29,1.8,3.03,22,5.05,-3.7,45,82.4,11,15,462,15,461,7,NA,NA
FB3,MC3,2024-05-22T16:30:00Z,0.905,21.4,85.8,0.24,1.9,3.06,21.7,6.21,-3.7,49,31.7,15,15,464,15,464,15,NA,NA
FB3,MC3,2024-05-22T16:45:00Z,0.917,21.3,85.8,0.21,2,2.89,21.5,5.59,-3.7,58,49.4,15,15,463,15,463,15,NA,NA
FB3,MC3,2024-05-22T17:00:00Z,0.91,21.4,85.8,0.23,2,3.5,21.5,6.98,-3.7,62,59.1,15,15,464,15,464,15,NA,NA
FB3,MC3,2024-05-22T17:15:00Z,0.92,21.2,85.81,0.2,2,3.15,21.4,6.4,-3.8,66,34.6,15,15,466,15,467,15,NA,NA
FB3,MC3,2024-05-22T17:30:00Z,0.931,21,85.82,0.17,2,3.29,21.1,7.7,-3.7,70,22,15,15,467,15,469,15,NA,NA
FB3,MC3,2024-05-22T17:45:00Z,0.942,20.8,85.83,0.14,2,3.47,20.9,7.16,-3.7,69,5.5,15,15,470,15,473,15,NA,NA
FB3,MC3,2024-05-22T18:00:00Z,0.952,20.6,85.84,0.12,2.1,3.65,20.7,5.95,-3.7,71,0,15,15,471,15,473,15,NA,NA
FB3,MC3,2024-05-22T18:15:00Z,0.956,20.4,85.85,0.11,2.1,2.91,20.6,6.17,-3.6,73,0,15,15,474,15,477,15,NA,NA
FB3,MC3,2024-05-22T18:30:00Z,0.968,20.3,85.86,0.08,2.1,2.39,20.5,4.76,-3.7,75,0,15,15,476,15,480,15,NA,NA
FB3,MC3,2024-05-22T18:45:00Z,0.977,20.3,85.87,0.05,2.1,2.48,20.4,5.35,-3.7,77,0,15,15,476,15,479,15,NA,NA
FB3,MC3,2024-05-22T19:00:00Z,0.972,20.3,85.9,0.07,2,1.29,20.4,3.96,-3.6,98,0,15,15,475,15,477,15,NA,NA
FB3,MC3,2024-05-22T19:15:00Z,0.95,20.4,85.91,0.12,2.1,1.26,20.4,2.99,-3.7,97,0,15,15,468,15,469,15,NA,NA
FB3,MC3,2024-05-22T19:30:00Z,0.922,20.5,85.92,0.19,2,1.35,20.5,3.32,-3.7,92,0,15,15,466,15,467,15,NA,NA
FB3,MC3,2024-05-22T19:45:00Z,0.912,20.5,85.93,0.21,2,1.36,20.6,3.14,-3.7,84,0,15,15,466,15,466,15,NA,NA
FB3,MC3,2024-05-22T20:00:00Z,0.914,20.4,85.95,0.21,2,1.61,20.5,3.72,-3.8,80,0,15,15,466,15,467,15,NA,NA
FB3,MC3,2024-05-22T20:15:00Z,0.917,20.3,85.96,0.2,2,1.41,20.4,3.1,-3.7,89,0,15,15,467,15,468,15,NA,NA
FB3,MC3,2024-05-22T20:30:00Z,0.921,20.3,85.96,0.19,2.1,1.82,20.4,3.43,-3.7,81,0,15,15,468,15,469,15,NA,NA
FB3,MC3,2024-05-22T20:45:00Z,0.928,20.2,85.98,0.17,2,1.24,20.2,3.55,-3.7,87,0,15,15,469,15,470,15,NA,NA
FB3,MC3,2024-05-22T21:00:00Z,0.933,20,85.99,0.16,2.1,1.31,20.1,3.76,-3.7,87,0,15,15,470,15,471,15,NA,NA
FB3,MC3,2024-05-22T21:15:00Z,0.939,19.9,85.99,0.14,2.1,1.43,20,3.76,-3.7,85,0,15,15,471,15,473,15,NA,NA
FB3,MC3,2024-05-22T21:30:00Z,0.938,19.8,85.98,0.14,2,1.39,19.8,4.84,-3.7,86,0,15,15,468,15,469,15,NA,NA
FB3,MC3,2024-05-22T21:45:00Z,0.921,19.8,85.98,0.18,2.1,1.77,19.8,4.22,-3.7,82,0,15,15,467,15,468,15,NA,NA
FB3,MC3,2024-05-22T22:00:00Z,0.918,19.8,86,0.19,2.2,3.14,19.9,6.86,-3.7,71,0,15,15,465,15,466,15,NA,NA
FB3,MC3,2024-05-22T22:15:00Z,0.895,19.9,86,0.24,2.1,3.78,20,8.08,-3.7,73,0,15,15,463,15,463,15,NA,NA
FB3,MC3,2024-05-22T22:30:00Z,0.877,19.9,85.99,0.29,2.1,2.84,20,6.3,-3.7,78,0,15,15,462,15,462,15,NA,NA
FB3,MC3,2024-05-22T22:45:00Z,0.849,20.1,85.98,0.36,2,3.52,20.2,7.02,-3.8,76,0,13,15,460,15,460,11,NA,NA
FB3,MC3,2024-05-22T23:00:00Z,0.832,20.1,85.98,0.39,2.1,3.57,20.2,6.9,-3.7,77,0,0,15,459,15,459,0,NA,NA
FB3,MC3,2024-05-22T23:15:00Z,0.823,20.2,85.97,0.42,2.1,3.56,20.2,6.87,-3.7,77,0,0,15,459,15,459,0,NA,NA
FB3,MC3,2024-05-22T23:30:00Z,0.82,20.2,85.98,0.43,2.1,2.94,20.3,6.61,-3.7,76,0,0,15,459,15,459,0,NA,NA
FB3,MC3,2024-05-22T23:45:00Z,0.815,20.2,85.98,0.44,2.1,3.24,20.3,6.2,-3.7,75,0,0,15,459,15,458,0,NA,NA
FB3,MC3,2024-05-23T00:00:00Z,0.811,20.2,85.96,0.45,2,3.33,20.3,7.19,-3.8,73,0,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-23T00:15:00Z,0.809,20.3,85.95,0.45,2.1,2.88,20.3,7.16,-3.8,77,0,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-23T00:30:00Z,0.808,20.3,85.92,0.46,2.1,3.4,20.4,7.61,-3.7,74,0,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-23T00:45:00Z,0.816,20.3,85.89,0.44,2,3.35,20.4,7.3,-3.7,74,0,0,15,459,15,459,0,NA,NA
FB3,MC3,2024-05-23T01:00:00Z,0.812,20.3,85.89,0.45,2,3.3,20.4,7.02,-3.7,73,0,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-23T01:15:00Z,0.802,20.3,85.88,0.47,2.1,4.01,20.3,6.49,-3.7,69,0,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-23T01:30:00Z,0.81,20,85.86,0.44,2.1,3.52,20,7.14,-3.8,73,0,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-23T01:45:00Z,0.806,19.8,85.85,0.45,2.1,2.92,19.9,6.86,-3.8,79,0,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-23T02:00:00Z,0.789,20,85.84,0.49,2,3.05,20,6.46,-3.7,76,0,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-23T02:15:00Z,0.778,20.2,85.84,0.53,2.1,3.47,20.3,7.99,-3.6,74,0,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-23T02:30:00Z,0.783,20.3,85.83,0.52,2.1,3.34,20.3,6.43,-3.7,75,0,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-23T02:45:00Z,0.791,20.2,85.82,0.5,2,2.93,20.2,6.86,-3.8,73,0,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-23T03:00:00Z,0.79,20.2,85.82,0.5,2,2.97,20.2,5.27,-3.8,68,0,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-23T03:15:00Z,0.787,20.2,85.82,0.5,2.1,3,20.2,5.43,-3.8,74,0,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-23T03:30:00Z,0.786,20.1,85.82,0.5,2,3.2,20.2,5.32,-3.8,72,0,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-23T03:45:00Z,0.784,20,85.82,0.5,2,2.57,20,6.48,-3.8,76,0,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-23T04:00:00Z,0.785,20,85.83,0.5,2.1,3.62,20,5.35,-3.7,71,0,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-23T04:15:00Z,0.774,20,85.82,0.53,2.1,4.53,20,8.18,-3.8,69,0,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-23T04:30:00Z,0.78,19.9,85.82,0.51,2.1,4.87,20,8.5,-3.8,68,0,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-23T04:45:00Z,0.793,19.8,85.84,0.48,2.1,4.54,19.9,7.56,-3.7,68,0,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-23T05:00:00Z,0.799,19.8,85.86,0.46,2.1,4.47,19.8,8.06,-3.7,70,0,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-23T05:15:00Z,0.814,19.5,85.88,0.42,2.1,4.62,19.5,8.37,-3.8,68,0,0,15,459,15,459,0,NA,NA
FB3,MC3,2024-05-23T05:30:00Z,0.844,19.1,85.88,0.35,2.2,4.2,19.2,8.24,-3.9,67,2.6,0,15,460,15,460,2,NA,NA
FB3,MC3,2024-05-23T05:45:00Z,0.842,19.2,85.89,0.35,2,4.7,19.3,8.22,-3.7,65,18.5,0,15,459,15,459,0,NA,NA
FB3,MC3,2024-05-23T06:00:00Z,0.831,19.4,85.91,0.38,2.2,4,19.5,7.4,-3.8,67,29.5,0,15,459,15,458,0,NA,NA
FB3,MC3,2024-05-23T06:15:00Z,0.83,19.5,85.93,0.39,2.2,3.38,19.7,6.59,-3.8,71,33.9,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-23T06:30:00Z,0.834,19.6,85.95,0.38,2.1,3.03,19.7,5.98,-3.7,72,41.4,0,15,459,15,459,0,NA,NA
FB3,MC3,2024-05-23T06:45:00Z,0.845,19.5,85.98,0.35,2.2,3.27,19.8,7.33,-3.7,76,62.4,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-23T07:00:00Z,0.831,19.7,86,0.39,2.2,3.52,19.9,8.42,-3.8,75,57.5,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-23T07:15:00Z,0.835,19.7,86.04,0.38,2,3.64,19.8,7.31,-3.8,74,59.5,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-23T07:30:00Z,0.842,19.7,86.05,0.36,2.1,3.93,19.9,6.85,-3.9,69,87.2,0,15,459,15,458,0,NA,NA
FB3,MC3,2024-05-23T07:45:00Z,0.853,20,86.04,0.34,2,3.54,20.2,7.23,-3.8,69,161.3,0,15,459,15,458,0,NA,NA
FB3,MC3,2024-05-23T08:00:00Z,0.853,20.2,86.05,0.35,2.1,3.16,20.4,6.94,-3.8,71,136,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-23T08:15:00Z,0.847,20.4,86.06,0.37,2.1,3.86,20.5,7.81,-3.7,71,106.8,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-23T08:30:00Z,0.857,20.7,86.07,0.35,2,3.13,20.9,6.68,-3.7,66,299.2,0,15,458,15,457,0,NA,NA
FB3,MC3,2024-05-23T08:45:00Z,0.859,20.8,86.08,0.35,2,3.3,21,7.34,-3.7,70,619.4,0,15,457,15,457,0,NA,NA
FB3,MC3,2024-05-23T09:00:00Z,0.863,21,86.09,0.34,2,2.65,21.3,5.33,-3.7,71,655.2,0,15,457,15,456,0,NA,NA
FB3,MC3,2024-05-23T09:15:00Z,0.829,21.6,86.1,0.44,2,3.11,21.6,8.38,-3.8,65,710.4,0,15,456,15,455,0,NA,NA
FB3,MC3,2024-05-23T09:30:00Z,0.821,21.8,86.1,0.47,2.1,3.3,22,7.19,-3.6,65,737.7,0,15,456,15,455,0,NA,NA
FB3,MC3,2024-05-23T09:45:00Z,0.817,22.1,86.1,0.49,2,3.46,22.1,9.36,-3.6,59,531.7,0,15,456,15,455,0,NA,NA
FB3,MC3,2024-05-23T10:00:00Z,0.817,22.1,86.11,0.49,2,3.55,22.2,7.68,-3.7,59,435.2,0,15,457,15,455,0,NA,NA
FB3,MC3,2024-05-23T10:15:00Z,0.849,21.8,86.11,0.39,1.9,3.23,22.1,7.69,-3.7,60,380.7,0,15,457,15,456,0,NA,NA
FB3,MC3,2024-05-23T10:30:00Z,0.854,22.1,86.12,0.39,1.9,2.25,22.3,5.79,-3.6,59,466.6,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-23T10:45:00Z,0.857,22.2,86.12,0.38,1.9,2.3,22.5,5.53,-3.6,56,170.3,0,15,458,15,458,0,NA,NA
FB3,MC3,2024-05-23T11:00:00Z,0.853,22.2,86.12,0.39,1.9,2.69,22.5,5.72,-3.6,54,178.9,0,15,457,15,458,0,NA,NA
FB3,MC3,2024-05-23T11:15:00Z,0.84,22.4,86.09,0.44,1.9,1.72,22.9,5.23,-3.6,51,184.9,0,15,456,15,457,0,NA,NA
FB3,MC3,2024-05-23T11:30:00Z,0.83,22.6,86.07,0.46,1.8,3.35,22.6,6.65,-3.6,55,782,0,15,455,15,457,0,NA,NA
FB3,MC3,2024-05-23T11:45:00Z,0.822,22.6,86.07,0.49,1.9,2.59,22.9,7.37,-3.5,55,352.3,0,15,456,15,457,0,NA,NA
FB3,MC3,2024-05-23T12:00:00Z,0.817,22.6,86.06,0.5,1.9,3.14,22.8,7.76,-3.6,54,219.7,0,15,455,15,454,0,NA,NA
FB3,MC3,2024-05-23T12:15:00Z,0.777,22.8,86.04,0.62,1.9,3.37,23.1,7.02,-3.6,57,338.4,0,15,454,15,454,0,NA,NA
FB3,MC3,2024-05-23T12:30:00Z,0.729,23.1,86.02,0.76,1.8,3.33,23.3,6.87,-3.6,51,209.7,0,15,453,15,451,0,NA,NA
FB3,MC3,2024-05-23T12:45:00Z,0.72,23.5,86,0.81,1.8,2.49,23.7,5.22,-3.6,55,183.3,0,15,453,15,453,0,NA,NA
FB3,MC3,2024-05-23T13:00:00Z,0.704,23.7,86,0.87,1.8,2.1,24,5.4,-3.5,64,217.2,0,15,453,12,449,0,NA,NA
FB3,MC3,2024-05-23T13:15:00Z,0.699,23.8,85.99,0.89,1.8,2.58,24.1,6.01,-3.6,63,206.2,0,15,453,14,452,0,NA,NA
FB3,MC3,2024-05-23T13:30:00Z,0.719,23.8,85.98,0.83,1.7,1.24,24.6,3.66,-3.5,67,184.4,0,15,453,15,451,0,NA,NA
