Tree,MC,Timestamp,Port2_Atmos_pressure,Port2_VPD,Port2_Temp,Port2_RH,Port5_Temp,Port5_RH,Port5_VPD,Port5_Atmos_pressure,Port1_Solar,Port3_LW_minutes,Port3_LW_minutes_H,Port3_LWS_Count,Port4_Solar,Port6_LWS_Count,Port6_LW_minutes_H,Port6_LW_minutes
ET4,MC3,2023-09-21T10:15:00Z,87.93,0.29,22,0.889,22,0.855,0.38,87.91,73.1,15,0,452,38.6,455,0,15
ET4,MC3,2023-09-21T10:30:00Z,87.91,0.32,22.3,0.88,22.4,0.847,0.41,87.89,91,15,0,452,40.6,454,0,15
ET4,MC3,2023-09-21T10:45:00Z,87.9,0.32,22.7,0.886,22.7,0.852,0.41,87.89,75.8,15,0,452,41.7,454,0,15
ET4,MC3,2023-09-21T11:00:00Z,87.9,0.27,22.6,0.9,22.6,0.867,0.36,87.88,67.7,15,0,452,36.8,454,0,15
ET4,MC3,2023-09-21T11:15:00Z,87.89,0.25,22.4,0.909,22.4,0.876,0.34,87.87,91,15,0,452,46,454,0,15
ET4,MC3,2023-09-21T11:30:00Z,87.88,0.26,22.5,0.904,22.6,0.873,0.35,87.87,88.3,15,0,452,46.7,455,0,15
ET4,MC3,2023-09-21T11:45:00Z,87.86,0.26,22.6,0.906,22.5,0.875,0.34,87.84,87.5,15,0,452,97.4,454,0,15
ET4,MC3,2023-09-21T12:00:00Z,87.84,0.22,22.4,0.917,22.3,0.886,0.31,87.83,77.6,15,0,453,41.6,455,0,15
ET4,MC3,2023-09-21T12:15:00Z,87.83,0.21,22.4,0.924,22.4,0.892,0.29,87.81,84.8,15,0,453,42.3,455,0,15
ET4,MC3,2023-09-21T12:30:00Z,87.81,0.25,22.5,0.908,22.4,0.875,0.34,87.79,95.4,15,0,452,45.2,455,0,15
ET4,MC3,2023-09-21T12:45:00Z,87.78,0.21,22.5,0.924,22.5,0.891,0.3,87.77,99.6,15,0,453,48.3,455,0,15
ET4,MC3,2023-09-21T13:00:00Z,87.78,0.19,22.3,0.93,22.3,0.897,0.28,87.76,88.8,15,0,453,42.3,455,0,15
ET4,MC3,2023-09-21T13:15:00Z,87.77,0.17,22,0.936,22,0.904,0.25,87.76,64.8,15,0,453,31.7,455,0,15
ET4,MC3,2023-09-21T13:30:00Z,87.76,0.19,22,0.93,22,0.899,0.27,87.74,56.2,15,0,453,26.4,455,0,15
ET4,MC3,2023-09-21T13:45:00Z,87.73,0.19,22.2,0.929,22.2,0.898,0.27,87.71,93.2,15,0,453,27.3,455,0,15
ET4,MC3,2023-09-21T14:00:00Z,87.72,0.22,22.3,0.92,22.3,0.887,0.3,87.7,71,15,0,453,32.8,455,0,15
ET4,MC3,2023-09-21T14:15:00Z,87.7,0.22,22.6,0.918,22.5,0.887,0.31,87.68,95.6,15,0,452,42.5,455,0,15
ET4,MC3,2023-09-21T14:30:00Z,87.69,0.25,22.8,0.911,22.7,0.879,0.33,87.67,39.9,15,1,465,18.3,459,0,15
ET4,MC3,2023-09-21T14:45:00Z,87.71,0.08,21.3,0.968,21.3,0.938,0.16,87.7,13,15,15,461,6,459,1,15
ET4,MC3,2023-09-21T15:00:00Z,87.71,0.03,20.9,0.988,21,0.957,0.11,87.69,17.9,15,15,463,9.3,458,0,15
ET4,MC3,2023-09-21T15:15:00Z,87.72,0.02,20.7,0.99,20.8,0.963,0.09,87.7,17.9,15,15,495,9.9,466,13,15
ET4,MC3,2023-09-21T15:30:00Z,87.73,0.01,20.6,0.995,20.6,0.968,0.08,87.71,9.7,15,15,845,3.3,721,15,15
ET4,MC3,2023-09-21T15:45:00Z,87.72,0,20.3,1.001,20.3,0.979,0.05,87.71,0.7,15,15,957,0,834,15,15
ET4,MC3,2023-09-21T16:00:00Z,87.66,0,19.3,0.999,19.3,0.975,0.06,87.64,7.1,15,15,795,0,660,15,15
ET4,MC3,2023-09-21T16:15:00Z,87.65,0,19.2,0.999,19.2,0.968,0.07,87.63,6.2,15,15,735,0,635,15,15
ET4,MC3,2023-09-21T16:30:00Z,87.68,0,18.9,1.001,19,0.976,0.05,87.66,2.4,15,15,629,0,605,15,15
ET4,MC3,2023-09-21T16:45:00Z,87.68,0,19,1,19,0.984,0.04,87.66,6.8,15,15,635,0,592,15,15
ET4,MC3,2023-09-21T17:00:00Z,87.67,0,19,1,19,0.989,0.02,87.65,5.3,15,15,623,0,579,15,15
ET4,MC3,2023-09-21T17:15:00Z,87.7,0,19,1,19.1,0.989,0.02,87.68,0,15,15,614,0,564,15,15
ET4,MC3,2023-09-21T17:30:00Z,87.72,0,19.1,1,19.2,0.99,0.02,87.7,0,15,15,592,0,550,15,15
ET4,MC3,2023-09-21T17:45:00Z,87.72,0,19.2,1,19.2,0.989,0.02,87.7,0,15,15,575,0,542,15,15
ET4,MC3,2023-09-21T18:00:00Z,87.74,0,19.2,1,19.3,0.983,0.04,87.72,0,15,15,555,0,526,15,15
ET4,MC3,2023-09-21T18:15:00Z,87.74,0,19.2,1.001,19.4,0.978,0.05,87.72,0,15,15,552,0,520,15,15
ET4,MC3,2023-09-21T18:30:00Z,87.75,0,19.2,1,19.2,0.979,0.05,87.73,0,15,15,548,0,516,15,15
ET4,MC3,2023-09-21T18:45:00Z,87.76,0,19.1,1,19.2,0.98,0.05,87.74,0,15,15,548,0,512,15,15
ET4,MC3,2023-09-21T19:00:00Z,87.78,0,19,1,19.1,0.981,0.04,87.76,0,15,15,544,0,509,15,15
ET4,MC3,2023-09-21T19:15:00Z,87.78,0,19,0.998,19.1,0.972,0.06,87.76,0,15,15,524,0,494,15,15
ET4,MC3,2023-09-21T19:30:00Z,87.79,0.06,19.2,0.971,19.4,0.93,0.16,87.77,0,15,15,517,0,488,15,15
ET4,MC3,2023-09-21T19:45:00Z,87.8,0.1,19.3,0.953,19.4,0.922,0.18,87.78,0,15,15,506,0,480,15,15
ET4,MC3,2023-09-21T20:00:00Z,87.8,0.12,19.2,0.947,19.2,0.917,0.19,87.79,0,15,15,495,0,469,15,15
ET4,MC3,2023-09-21T20:15:00Z,87.81,0.14,19.2,0.939,19.1,0.912,0.19,87.79,0,15,15,464,0,460,15,15
ET4,MC3,2023-09-21T20:30:00Z,87.83,0.08,18.9,0.962,18.9,0.934,0.14,87.82,0,15,11,461,0,461,10,15
ET4,MC3,2023-09-21T20:45:00Z,87.85,0,18.5,0.998,18.5,0.972,0.06,87.83,0,15,15,461,0,461,15,15
ET4,MC3,2023-09-21T21:00:00Z,87.87,0,18.5,1,18.5,0.984,0.03,87.85,0,15,13,459,0,462,15,15
ET4,MC3,2023-09-21T21:15:00Z,87.89,0,18.4,1,18.5,0.985,0.03,87.87,0,15,0,458,0,459,10,15
ET4,MC3,2023-09-21T21:30:00Z,87.88,0.02,18.6,0.993,18.6,0.966,0.07,87.86,0,15,0,456,0,458,0,15
ET4,MC3,2023-09-21T21:45:00Z,87.87,0.1,18.9,0.955,18.9,0.926,0.16,87.85,0,15,0,456,0,458,0,15
ET4,MC3,2023-09-21T22:00:00Z,87.86,0.08,18.9,0.963,19,0.932,0.15,87.84,0,15,0,456,0,458,0,15
ET4,MC3,2023-09-21T22:15:00Z,87.83,0.08,19.1,0.962,19.1,0.932,0.15,87.81,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-21T22:30:00Z,87.8,0.11,19.4,0.951,19.4,0.919,0.18,87.79,0,15,0,455,0,457,0,15
ET4,MC3,2023-09-21T22:45:00Z,87.79,0.12,19.5,0.945,19.6,0.914,0.2,87.77,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-21T23:00:00Z,87.79,0.09,19.5,0.96,19.5,0.929,0.16,87.77,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-21T23:15:00Z,87.75,0.09,19.5,0.961,19.5,0.929,0.16,87.74,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-21T23:30:00Z,87.75,0.12,19.5,0.947,19.5,0.915,0.19,87.73,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-21T23:45:00Z,87.76,0.13,19.4,0.941,19.5,0.908,0.21,87.74,0,15,0,455,0,457,0,15
ET4,MC3,2023-09-22T00:00:00Z,87.75,0.17,19.5,0.923,19.5,0.891,0.25,87.73,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-22T00:15:00Z,87.74,0.2,19.6,0.914,19.7,0.882,0.27,87.72,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-22T00:30:00Z,87.73,0.2,19.7,0.913,19.7,0.88,0.27,87.72,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-22T00:45:00Z,87.73,0.19,19.7,0.916,19.7,0.884,0.27,87.71,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-22T01:00:00Z,87.72,0.18,19.6,0.92,19.7,0.887,0.26,87.7,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-22T01:15:00Z,87.71,0.18,19.5,0.919,19.6,0.885,0.26,87.69,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-22T01:30:00Z,87.7,0.16,19.3,0.929,19.4,0.896,0.23,87.68,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-22T01:45:00Z,87.68,0.14,19.2,0.939,19.2,0.906,0.21,87.67,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-22T02:00:00Z,87.66,0.12,19.2,0.948,19.2,0.913,0.19,87.64,0,15,0,455,0,457,0,15
ET4,MC3,2023-09-22T02:15:00Z,87.65,0.11,19.2,0.951,19.2,0.92,0.18,87.63,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-22T02:30:00Z,87.65,0.09,19.1,0.959,19.1,0.928,0.16,87.63,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-22T02:45:00Z,87.63,0.09,19.1,0.958,19.1,0.927,0.16,87.61,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-22T03:00:00Z,87.63,0.1,19.2,0.957,19.1,0.925,0.17,87.62,0,15,0,455,0,457,0,15
ET4,MC3,2023-09-22T03:15:00Z,87.65,0.09,19.2,0.959,19.2,0.928,0.16,87.63,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-22T03:30:00Z,87.64,0.11,19.2,0.951,19.3,0.918,0.18,87.62,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-22T03:45:00Z,87.62,0.14,19.4,0.94,19.4,0.908,0.21,87.6,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-22T04:00:00Z,87.63,0.13,19.5,0.942,19.5,0.909,0.21,87.61,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-22T04:15:00Z,87.64,0.12,19.5,0.946,19.5,0.913,0.2,87.62,0,15,0,455,0,457,0,15
ET4,MC3,2023-09-22T04:30:00Z,87.64,0.16,19.6,0.931,19.6,0.9,0.23,87.62,0,15,0,454,0,456,0,15
ET4,MC3,2023-09-22T04:45:00Z,87.64,0.29,19.8,0.875,19.9,0.843,0.36,87.62,0,15,0,453,0,455,0,15
ET4,MC3,2023-09-22T05:00:00Z,87.65,0.32,19.7,0.862,19.8,0.83,0.39,87.63,0,15,0,453,0,454,0,15
ET4,MC3,2023-09-22T05:15:00Z,87.65,0.36,19.8,0.843,19.9,0.81,0.44,87.63,0,15,0,452,0,454,0,15
ET4,MC3,2023-09-22T05:30:00Z,87.65,0.38,19.8,0.835,19.8,0.802,0.46,87.64,0,15,0,452,0,454,0,15
ET4,MC3,2023-09-22T05:45:00Z,87.66,0.38,19.8,0.834,19.8,0.8,0.46,87.64,0,15,0,452,0,454,0,15
ET4,MC3,2023-09-22T06:00:00Z,87.66,0.4,19.8,0.827,19.8,0.792,0.48,87.65,4.9,15,0,452,4.2,454,0,15
ET4,MC3,2023-09-22T06:15:00Z,87.67,0.42,20,0.82,20.1,0.787,0.5,87.65,21.1,15,0,452,17.8,454,0,15
ET4,MC3,2023-09-22T06:30:00Z,87.68,0.43,20.2,0.82,20.3,0.786,0.51,87.66,22,15,0,452,18.5,454,0,15
ET4,MC3,2023-09-22T06:45:00Z,87.7,0.38,20.1,0.837,20.2,0.804,0.46,87.68,28.7,15,0,452,23.8,454,0,15
ET4,MC3,2023-09-22T07:00:00Z,87.71,0.37,20.2,0.845,20.3,0.81,0.45,87.7,35.7,15,0,452,32.6,454,0,15
ET4,MC3,2023-09-22T07:15:00Z,87.74,0.35,20.4,0.854,20.5,0.819,0.43,87.72,41,15,0,452,36.3,454,0,15
ET4,MC3,2023-09-22T07:30:00Z,87.76,0.32,20.6,0.866,20.6,0.831,0.41,87.75,39,15,0,452,35.7,454,0,15
ET4,MC3,2023-09-22T07:45:00Z,87.78,0.31,20.7,0.875,20.7,0.84,0.39,87.77,43.9,15,0,452,53.5,454,0,15
ET4,MC3,2023-09-22T08:00:00Z,87.79,0.27,20.5,0.888,20.6,0.853,0.36,87.77,67.2,15,0,452,50.5,454,0,15
ET4,MC3,2023-09-22T08:15:00Z,87.8,0.27,20.6,0.889,20.7,0.855,0.35,87.78,89.5,15,0,452,131.7,454,0,15
ET4,MC3,2023-09-22T08:30:00Z,87.81,0.27,20.7,0.891,20.8,0.858,0.35,87.8,90.1,15,0,452,108.4,454,0,15
ET4,MC3,2023-09-22T08:45:00Z,87.82,0.27,20.8,0.89,20.9,0.855,0.36,87.81,84.6,15,0,452,68.7,454,0,15
ET4,MC3,2023-09-22T09:00:00Z,87.83,0.3,21.1,0.879,21.2,0.844,0.39,87.81,64.5,15,0,452,47.6,454,0,15
ET4,MC3,2023-09-22T09:15:00Z,87.84,0.36,21.6,0.862,21.6,0.83,0.44,87.82,165.2,15,0,452,48.3,454,0,15
ET4,MC3,2023-09-22T09:30:00Z,87.85,0.38,21.8,0.853,21.8,0.821,0.47,87.84,377.6,15,0,450,50,453,0,15
ET4,MC3,2023-09-22T09:45:00Z,87.85,0.38,21.6,0.852,21.6,0.82,0.46,87.84,190.1,10,0,451,52.9,453,0,15
ET4,MC3,2023-09-22T10:00:00Z,87.85,0.36,21.8,0.864,21.8,0.832,0.44,87.83,94.5,15,0,451,52.4,454,0,15
ET4,MC3,2023-09-22T10:15:00Z,87.86,0.37,21.9,0.858,21.9,0.827,0.45,87.85,93,15,0,451,46.7,454,0,15
ET4,MC3,2023-09-22T10:30:00Z,87.85,0.37,21.6,0.857,21.6,0.823,0.46,87.84,103.6,15,0,451,47.8,454,0,15
ET4,MC3,2023-09-22T10:45:00Z,87.84,0.37,21.7,0.859,21.7,0.825,0.45,87.82,86.4,15,0,451,41.9,454,0,15
ET4,MC3,2023-09-22T11:00:00Z,87.83,0.36,22.1,0.864,22.1,0.832,0.45,87.81,70.3,15,0,452,39.9,454,0,15
ET4,MC3,2023-09-22T11:15:00Z,87.8,0.39,22.2,0.854,22.2,0.822,0.48,87.79,73.6,15,0,452,42.5,454,0,15
ET4,MC3,2023-09-22T11:30:00Z,87.78,0.34,21.9,0.871,21.9,0.839,0.42,87.76,64.1,15,0,452,37.7,454,0,15
ET4,MC3,2023-09-22T11:45:00Z,87.75,0.33,22.1,0.877,22.1,0.844,0.41,87.74,58.6,15,0,452,46.9,454,0,15
ET4,MC3,2023-09-22T12:00:00Z,87.74,0.36,22.4,0.866,22.4,0.835,0.45,87.72,67.6,15,0,452,93.4,454,0,15
ET4,MC3,2023-09-22T12:15:00Z,87.74,0.37,22.4,0.865,22.4,0.832,0.45,87.72,87.2,15,0,452,37.4,454,0,15
ET4,MC3,2023-09-22T12:30:00Z,87.74,0.3,22.1,0.886,22.1,0.853,0.39,87.73,70.5,15,0,452,35,454,0,15
ET4,MC3,2023-09-22T12:45:00Z,87.73,0.31,22.2,0.884,22.2,0.849,0.4,87.71,73.4,15,0,452,36.4,454,0,15
ET4,MC3,2023-09-22T13:00:00Z,87.73,0.33,22.2,0.876,22.2,0.844,0.42,87.71,68.7,15,0,452,32.8,454,0,15
ET4,MC3,2023-09-22T13:15:00Z,87.72,0.34,22.1,0.872,22.1,0.84,0.43,87.71,65.9,15,0,452,30.4,454,0,15
ET4,MC3,2023-09-22T13:30:00Z,87.72,0.32,22.2,0.88,22.2,0.847,0.41,87.7,75.6,15,0,452,32,454,0,15
ET4,MC3,2023-09-22T13:45:00Z,87.7,0.32,22.3,0.882,22.4,0.848,0.41,87.69,108,15,0,452,33.7,454,0,15
ET4,MC3,2023-09-22T14:00:00Z,87.7,0.25,22.2,0.905,22.2,0.872,0.34,87.68,77.5,15,0,452,37.4,454,0,15
ET4,MC3,2023-09-22T14:15:00Z,87.69,0.22,22.1,0.916,22,0.884,0.31,87.67,64.5,15,0,453,28,455,0,15
ET4,MC3,2023-09-22T14:30:00Z,87.68,0.19,21.9,0.928,21.9,0.895,0.28,87.66,39.2,15,0,453,18.5,455,0,15
ET4,MC3,2023-09-22T14:45:00Z,87.67,0.19,21.8,0.929,21.8,0.896,0.27,87.65,38.5,15,0,453,19.2,455,0,15
ET4,MC3,2023-09-22T15:00:00Z,87.67,0.21,22,0.921,22,0.888,0.29,87.65,81.1,15,0,453,29.3,455,0,15
ET4,MC3,2023-09-22T15:15:00Z,87.66,0.27,22.1,0.898,22.1,0.865,0.36,87.65,61.2,15,0,452,24,454,0,15
ET4,MC3,2023-09-22T15:30:00Z,87.66,0.28,22.2,0.896,22.1,0.863,0.36,87.64,79.8,15,0,453,23.3,455,0,15
ET4,MC3,2023-09-22T15:45:00Z,87.66,0.23,21.9,0.912,21.9,0.879,0.32,87.65,63,15,0,453,18.7,455,0,15
ET4,MC3,2023-09-22T16:00:00Z,87.66,0.21,21.9,0.921,21.9,0.888,0.29,87.65,28.6,15,0,453,13,455,0,15
ET4,MC3,2023-09-22T16:15:00Z,87.66,0.19,21.7,0.928,21.7,0.895,0.27,87.64,21.1,15,0,453,9.5,455,0,15
ET4,MC3,2023-09-22T16:30:00Z,87.66,0.17,21.6,0.935,21.6,0.902,0.25,87.64,18.5,15,0,454,7.9,456,0,15
ET4,MC3,2023-09-22T16:45:00Z,87.68,0.14,21.4,0.945,21.4,0.912,0.22,87.66,6.6,15,0,454,0.7,456,0,15
ET4,MC3,2023-09-22T17:00:00Z,87.69,0.13,21.2,0.947,21.2,0.914,0.22,87.67,6,15,0,454,1.6,456,0,15
ET4,MC3,2023-09-22T17:15:00Z,87.68,0.16,21,0.938,21.1,0.905,0.24,87.67,1.8,15,0,454,0,456,0,15
ET4,MC3,2023-09-22T17:30:00Z,87.7,0.17,21,0.931,21,0.897,0.26,87.68,0,15,0,454,0,456,0,15
ET4,MC3,2023-09-22T17:45:00Z,87.7,0.17,20.8,0.931,20.8,0.898,0.25,87.68,0,15,0,454,0,456,0,15
ET4,MC3,2023-09-22T18:00:00Z,87.7,0.16,20.6,0.933,20.6,0.9,0.24,87.68,0,15,0,454,0,456,0,15
ET4,MC3,2023-09-22T18:15:00Z,87.71,0.14,20.4,0.942,20.5,0.908,0.22,87.69,0,15,0,454,0,456,0,15
ET4,MC3,2023-09-22T18:30:00Z,87.73,0.13,20.4,0.945,20.4,0.912,0.21,87.72,0,15,0,454,0,456,0,15
ET4,MC3,2023-09-22T18:45:00Z,87.76,0.12,20.4,0.951,20.4,0.917,0.2,87.75,0,15,0,454,0,456,0,15
ET4,MC3,2023-09-22T19:00:00Z,87.77,0.12,20.4,0.951,20.4,0.916,0.2,87.76,0,15,0,454,0,456,0,15
ET4,MC3,2023-09-22T19:15:00Z,87.78,0.1,20.3,0.958,20.3,0.925,0.18,87.76,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-22T19:30:00Z,87.79,0.09,20.2,0.964,20.2,0.933,0.16,87.77,0,15,0,457,0,457,0,15
ET4,MC3,2023-09-22T19:45:00Z,87.78,0.06,20.1,0.974,20.2,0.942,0.14,87.77,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-22T20:00:00Z,87.8,0.04,20.1,0.984,20.1,0.953,0.11,87.78,0,15,0,456,0,458,0,15
ET4,MC3,2023-09-22T20:15:00Z,87.81,0.03,20,0.988,20,0.958,0.1,87.8,0,15,9,467,0,458,0,15
ET4,MC3,2023-09-22T20:30:00Z,87.82,0.03,19.9,0.989,20,0.959,0.1,87.81,0,15,7,456,0,457,0,15
ET4,MC3,2023-09-22T20:45:00Z,87.83,0.03,19.9,0.986,19.9,0.956,0.1,87.82,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-22T21:00:00Z,87.85,0.03,19.9,0.989,19.9,0.959,0.09,87.83,0,15,0,458,0,459,0,15
ET4,MC3,2023-09-22T21:15:00Z,87.86,0.01,19.8,0.994,19.8,0.962,0.09,87.84,0,15,0,457,0,459,0,15
ET4,MC3,2023-09-22T21:30:00Z,87.87,0.01,19.8,0.996,19.8,0.966,0.08,87.85,0,15,3,461,0,459,0,15
ET4,MC3,2023-09-22T21:45:00Z,87.88,0,19.7,0.998,19.7,0.97,0.07,87.86,0,15,15,493,0,465,12,15
ET4,MC3,2023-09-22T22:00:00Z,87.89,0,19.6,1,19.6,0.976,0.05,87.87,0,15,15,487,0,461,15,15
ET4,MC3,2023-09-22T22:15:00Z,87.88,0,19.4,1,19.5,0.981,0.04,87.86,0,15,15,472,0,459,10,15
ET4,MC3,2023-09-22T22:30:00Z,87.87,0,19.3,0.999,19.3,0.973,0.06,87.85,0,15,14,460,0,458,0,15
ET4,MC3,2023-09-22T22:45:00Z,87.87,0.06,19.3,0.974,19.3,0.945,0.12,87.85,0,15,0,455,0,457,0,15
ET4,MC3,2023-09-22T23:00:00Z,87.85,0.08,19.3,0.962,19.4,0.931,0.16,87.83,0,15,0,455,0,457,0,15
ET4,MC3,2023-09-22T23:15:00Z,87.83,0.09,19.4,0.958,19.4,0.928,0.16,87.81,0,15,0,455,0,457,0,15
ET4,MC3,2023-09-22T23:30:00Z,87.82,0.09,19.4,0.96,19.4,0.93,0.16,87.8,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-22T23:45:00Z,87.79,0.06,19.4,0.971,19.4,0.94,0.13,87.77,0,15,0,457,0,458,0,15
ET4,MC3,2023-09-23T00:00:00Z,87.77,0.04,19.4,0.98,19.3,0.95,0.11,87.76,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-23T00:15:00Z,87.75,0.06,19.4,0.974,19.5,0.943,0.13,87.73,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-23T00:30:00Z,87.75,0.06,19.4,0.975,19.4,0.945,0.12,87.73,0,15,3,459,0,458,0,15
ET4,MC3,2023-09-23T00:45:00Z,87.74,0.03,19.4,0.988,19.4,0.958,0.1,87.72,0,15,0,457,0,458,0,15
ET4,MC3,2023-09-23T01:00:00Z,87.72,0.01,19.3,0.996,19.3,0.968,0.07,87.7,0,15,0,459,0,460,0,15
ET4,MC3,2023-09-23T01:15:00Z,87.73,0.01,19.3,0.997,19.3,0.969,0.07,87.7,0,15,11,460,0,460,9,15
ET4,MC3,2023-09-23T01:30:00Z,87.71,0,19.2,1,19.1,0.977,0.05,87.69,0,15,10,462,0,461,10,15
ET4,MC3,2023-09-23T01:45:00Z,87.67,0,19.1,1,19.1,0.979,0.05,87.66,0,15,12,459,0,459,10,15
ET4,MC3,2023-09-23T02:00:00Z,87.66,0,19.1,1,19.1,0.979,0.05,87.64,0,15,0,459,0,459,0,15
ET4,MC3,2023-09-23T02:15:00Z,87.65,0,19.1,1,19.1,0.98,0.04,87.63,0,15,0,458,0,460,2,15
ET4,MC3,2023-09-23T02:30:00Z,87.65,0,19,1,19.1,0.981,0.04,87.63,0,15,8,460,0,459,7,15
ET4,MC3,2023-09-23T02:45:00Z,87.66,0,19,1.001,19,0.984,0.04,87.64,0,15,0,457,0,459,0,15
ET4,MC3,2023-09-23T03:00:00Z,87.65,0,19,1,19,0.978,0.05,87.63,0,15,0,457,0,458,0,15
ET4,MC3,2023-09-23T03:15:00Z,87.64,0.02,18.9,0.991,18.9,0.964,0.08,87.62,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-23T03:30:00Z,87.65,0.07,19,0.967,19,0.939,0.14,87.63,0,15,0,455,0,457,0,15
ET4,MC3,2023-09-23T03:45:00Z,87.67,0.09,19,0.957,19,0.928,0.16,87.65,0,15,0,455,0,457,0,15
ET4,MC3,2023-09-23T04:00:00Z,87.67,0.09,18.9,0.959,18.9,0.929,0.16,87.65,0,15,0,455,0,457,0,15
ET4,MC3,2023-09-23T04:15:00Z,87.68,0.08,18.9,0.964,19,0.932,0.15,87.66,0,15,0,456,0,457,0,15
ET4,MC3,2023-09-23T04:30:00Z,87.68,0.09,19,0.959,19,0.93,0.15,87.66,0,15,0,455,0,457,0,15
ET4,MC3,2023-09-23T04:45:00Z,87.69,0.1,19,0.953,19,0.923,0.17,87.67,0,15,0,455,0,457,0,15
ET4,MC3,2023-09-23T05:00:00Z,87.7,0.09,19,0.961,19.1,0.931,0.15,87.68,0,15,0,455,0,457,0,15
ET4,MC3,2023-09-23T05:15:00Z,87.7,0.12,19.3,0.946,19.3,0.916,0.19,87.68,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-23T05:30:00Z,87.7,0.13,19.4,0.944,19.4,0.913,0.19,87.69,0,15,0,455,0,456,0,15
ET4,MC3,2023-09-23T05:45:00Z,87.72,0.13,19.3,0.942,19.3,0.91,0.2,87.7,0,15,0,455,0,457,0,15
ET4,MC3,2023-09-23T06:00:00Z,87.73,0.11,19.2,0.953,19.2,0.922,0.17,87.71,3.1,15,0,455,0.5,456,0,15
ET4,MC3,2023-09-23T06:15:00Z,87.76,0.15,19.5,0.933,19.5,0.901,0.23,87.74,16.7,15,0,454,14.3,456,0,15
ET4,MC3,2023-09-23T06:30:00Z,87.77,0.2,19.7,0.915,19.7,0.883,0.27,87.75,16.1,15,0,454,12.6,456,0,15
ET4,MC3,2023-09-23T06:45:00Z,87.79,0.21,19.9,0.91,19.9,0.878,0.28,87.77,27.3,15,0,454,23.1,455,0,15
ET4,MC3,2023-09-23T07:00:00Z,87.79,0.23,20.1,0.903,20.2,0.871,0.31,87.78,33,15,0,453,32.6,455,0,15
ET4,MC3,2023-09-23T07:15:00Z,87.8,0.24,20.4,0.899,20.4,0.868,0.32,87.79,40.1,15,0,453,45.2,455,0,15
ET4,MC3,2023-09-23T07:30:00Z,87.81,0.27,20.6,0.89,20.6,0.858,0.35,87.8,39,15,0,453,41,455,0,15
ET4,MC3,2023-09-23T07:45:00Z,87.83,0.3,20.9,0.878,21,0.847,0.38,87.81,67.9,15,0,452,74.7,454,0,15
ET4,MC3,2023-09-23T08:00:00Z,87.84,0.34,21.2,0.865,21.2,0.832,0.42,87.82,67,15,0,452,52.4,454,0,15
ET4,MC3,2023-09-23T08:15:00Z,87.84,0.36,21.4,0.859,21.4,0.827,0.44,87.83,73.4,15,0,451,255.8,454,0,15
ET4,MC3,2023-09-23T08:30:00Z,87.84,0.38,21.5,0.853,21.5,0.821,0.46,87.83,126,15,0,451,255.8,452,0,15
ET4,MC3,2023-09-23T08:45:00Z,87.86,0.42,21.8,0.84,22,0.803,0.52,87.84,66.5,15,0,451,99.1,453,0,15
ET4,MC3,2023-09-23T09:00:00Z,87.86,0.45,22.1,0.829,22.2,0.794,0.55,87.84,60.2,15,0,451,36.6,453,0,15
ET4,MC3,2023-09-23T09:15:00Z,87.85,0.48,22.6,0.824,22.6,0.794,0.56,87.84,179.1,15,0,451,33.9,453,0,15
ET4,MC3,2023-09-23T09:30:00Z,87.86,0.47,22.5,0.829,22.5,0.797,0.55,87.84,323,14,0,450,34.8,453,0,15
ET4,MC3,2023-09-23T09:45:00Z,87.87,0.45,22.8,0.839,22.6,0.813,0.51,87.85,185.9,1,0,449,35.9,453,0,15
ET4,MC3,2023-09-23T10:00:00Z,87.86,0.44,22.5,0.838,22.4,0.809,0.52,87.84,56.9,14,0,451,35.2,453,0,15
ET4,MC3,2023-09-23T10:15:00Z,87.86,0.39,22.3,0.855,22.2,0.824,0.47,87.84,75.3,15,0,451,36.4,454,0,15
