Tree,MC,Timestamp,Port3_VPD,Port3_Temp,Port3_Atmos_pressure,Port3_RH,Port6_RH,Port6_VPD,Port6_Temp,Port6_Atmos_pressure,Port2_Gust_speed,Port2_ATM22_Xaxis,Port2_ATM22_Yaxis,Port2_Wind_speed,Port2_Wind_direction,Port2_ATM22_temp,Port1_Solar,Port4_LWS_Count,Port4_LW_minutes,Port4_LW_minutes_H,Port5_LW_minutes,Port5_LW_minutes_H,Port5_LWS_Count
FB6,MC2,2024-02-19T04:45:00Z,0.06,17.6,86.13,0.968,0.933,0.14,17.7,86.02,9.76,-0.9,-2.5,3.07,89,17.6,0,467,15,15,15,15,467
FB6,MC2,2024-02-19T05:00:00Z,0.04,17.6,86.14,0.981,0.945,0.11,17.7,86.03,7.46,-1.2,-2.5,2.38,95,17.6,0,469,15,15,15,15,469
FB6,MC2,2024-02-19T05:15:00Z,0.02,17.5,86.15,0.992,0.958,0.08,17.6,86.04,8.14,-0.8,-2.6,2.82,89,17.5,0,470,15,15,15,15,471
FB6,MC2,2024-02-19T05:30:00Z,0.01,17.4,86.18,0.997,0.973,0.05,17.4,86.06,7.09,-0.9,-2.6,3.05,79,17.4,0,784,15,15,15,15,702
FB6,MC2,2024-02-19T05:45:00Z,0,17.3,86.2,0.999,0.989,0.02,17.3,86.08,7.4,-1.1,-2.6,2.09,87,17.3,0,800,15,15,15,15,699
FB6,MC2,2024-02-19T06:00:00Z,0,17.3,86.21,0.998,0.994,0.01,17.3,86.09,7.86,-1.1,-2.5,2.06,89,17.2,0,735,15,15,15,15,642
FB6,MC2,2024-02-19T06:15:00Z,0,17.2,86.21,0.998,0.997,0.01,17.3,86.09,7.54,-0.8,-2.5,2.63,89,17.2,0,679,15,15,15,15,595
FB6,MC2,2024-02-19T06:30:00Z,0,17.3,86.22,0.999,0.997,0.01,17.4,86.11,6.8,-0.9,-2.5,2.5,87,17.3,0,647,15,15,15,15,570
FB6,MC2,2024-02-19T06:45:00Z,0,17.3,86.25,0.998,0.994,0.01,17.4,86.13,7.24,-1,-2.6,2.63,84,17.4,0,636,15,15,15,15,534
FB6,MC2,2024-02-19T07:00:00Z,0.01,17.3,86.27,0.997,0.994,0.01,17.4,86.16,9.63,-1.3,-2.5,2.66,64,17.3,1.5,634,15,15,15,15,543
FB6,MC2,2024-02-19T07:15:00Z,0,17.4,86.3,0.998,0.997,0.01,17.4,86.18,6.89,-1.1,-2.5,2.14,86,17.4,5.5,639,15,15,15,15,567
FB6,MC2,2024-02-19T07:30:00Z,0,17.4,86.3,0.998,0.997,0.01,17.5,86.18,9.1,-1.2,-2.4,2.82,85,17.4,16.5,626,15,15,15,15,528
FB6,MC2,2024-02-19T07:45:00Z,0,17.4,86.31,0.998,0.997,0.01,17.5,86.19,7.13,-1.1,-2.5,2.8,87,17.4,14.1,894,15,15,15,15,801
FB6,MC2,2024-02-19T08:00:00Z,0,17.4,86.33,0.998,0.998,0,17.5,86.2,7.83,-1.2,-2.4,3.1,82,17.4,20.3,994,15,15,15,15,929
FB6,MC2,2024-02-19T08:15:00Z,0,17.5,86.32,0.998,1.001,0,17.5,86.2,8.18,-1.1,-2.9,2.79,86,17.5,33,979,15,15,15,15,708
FB6,MC2,2024-02-19T08:30:00Z,0,17.4,86.33,0.998,1,0,17.4,86.21,8.31,-1.1,-2.7,2.86,86,17.4,28.6,956,15,15,15,15,771
FB6,MC2,2024-02-19T08:45:00Z,0.01,17.3,86.35,0.997,1,0,17.4,86.22,9.77,-1.2,-2.8,3.09,88,17.3,51.3,934,15,15,15,15,768
FB6,MC2,2024-02-19T09:00:00Z,0,17.5,86.36,0.998,1,0,17.6,86.24,9.32,-1.3,-2.8,3.03,84,17.6,28.2,1082,15,15,15,15,884
FB6,MC2,2024-02-19T09:15:00Z,0,17.5,86.38,0.998,1,0,17.6,86.26,6.33,-1.5,-2.8,2.34,84,17.6,34.2,1086,15,15,15,15,910
FB6,MC2,2024-02-19T09:30:00Z,0,17.6,86.39,0.999,1,0,17.7,86.27,9.15,-1.4,-2.7,3.1,84,17.6,48.3,1133,15,15,15,15,905
FB6,MC2,2024-02-19T09:45:00Z,0,17.6,86.4,0.998,1,0,17.7,86.28,7.33,-1.6,-2.7,2.78,79,17.7,41.9,1118,15,15,15,15,881
FB6,MC2,2024-02-19T10:00:00Z,0,17.6,86.41,0.998,1.001,0,17.7,86.29,7.31,-1.7,-3,3.02,66,17.7,50.7,1122,15,15,15,15,918
FB6,MC2,2024-02-19T10:15:00Z,0,17.6,86.39,0.998,1,0,17.7,86.26,9.36,-1.9,-2.7,3.18,67,17.6,88.3,985,15,15,15,15,888
FB6,MC2,2024-02-19T10:30:00Z,0,17.5,86.4,0.998,1,0,17.5,86.27,10.38,-1.5,-2.5,3.07,84,17.5,91.6,1071,15,15,15,15,901
FB6,MC2,2024-02-19T10:45:00Z,0,17.4,86.38,0.998,0.999,0,17.4,86.26,7.52,-1.3,-2.8,2.54,89,17.4,60.2,1075,15,15,15,15,872
FB6,MC2,2024-02-19T11:00:00Z,0,17.6,86.35,0.999,1,0,17.6,86.23,8.19,-1.7,-2.8,2.82,86,17.6,61.7,1037,15,15,15,15,1001
FB6,MC2,2024-02-19T11:15:00Z,0,17.7,86.32,0.998,0.999,0,17.8,86.2,8.22,-1.8,-2.8,2.35,75,17.8,56.4,1123,15,15,15,15,934
FB6,MC2,2024-02-19T11:30:00Z,0,17.7,86.32,0.999,1.001,0,17.8,86.2,8.1,-1.7,-2.9,2.97,80,17.8,54.7,1126,15,15,15,15,900
FB6,MC2,2024-02-19T11:45:00Z,0,17.6,86.31,0.999,1.001,0,17.7,86.19,8.29,-1.1,-2.5,3.1,86,17.6,74.7,1214,15,15,15,15,987
FB6,MC2,2024-02-19T12:00:00Z,0,17.6,86.29,0.999,1.001,0,17.7,86.17,7.44,-1.6,-2.7,2.45,77,17.7,59.1,1105,15,15,15,15,955
FB6,MC2,2024-02-19T12:15:00Z,0,17.6,86.29,0.998,0.999,0,17.7,86.17,7.74,-1.6,-2.6,2.61,89,17.7,71.8,1139,15,15,15,15,966
FB6,MC2,2024-02-19T12:30:00Z,0,17.8,86.25,0.999,1.001,0,17.9,86.13,6.54,-1.4,-3,2.35,81,17.8,134.6,1098,15,15,15,15,966
FB6,MC2,2024-02-19T12:45:00Z,0,17.8,86.23,0.999,1,0,17.9,86.1,6.15,-1.6,-2.7,2.31,90,17.9,104.7,1045,15,15,15,15,938
FB6,MC2,2024-02-19T13:00:00Z,0,17.9,86.22,0.998,0.999,0,18,86.1,6.85,-1.5,-3,2.42,89,17.9,106.6,1157,15,15,15,15,922
FB6,MC2,2024-02-19T13:15:00Z,0,17.8,86.21,0.999,1.001,0,17.9,86.09,7.01,-1.5,-2.8,1.89,93,17.8,78.2,1082,15,15,15,15,972
FB6,MC2,2024-02-19T13:30:00Z,0,17.7,86.2,0.999,1,0,17.8,86.07,7.92,-1.4,-2.9,2.21,89,17.8,67.7,1175,15,15,15,15,957
FB6,MC2,2024-02-19T13:45:00Z,0,17.8,86.19,0.999,1,0,18,86.07,6.47,-1.2,-2.8,2.05,90,17.9,115.5,1129,15,15,15,15,982
FB6,MC2,2024-02-19T14:00:00Z,0,17.9,86.18,0.999,1,0,18,86.06,5.77,-1.3,-2.6,2.28,92,18,133.9,1035,15,15,15,15,1006
FB6,MC2,2024-02-19T14:15:00Z,0.01,18,86.17,0.997,0.999,0,18.1,86.04,6.24,-1.7,-2.9,1.88,96,18,128.7,1113,15,15,15,15,976
FB6,MC2,2024-02-19T14:30:00Z,0,18,86.15,0.998,1,0,18.1,86.03,6.13,-1.6,-3,2.14,85,18,118.7,1157,15,15,15,15,987
FB6,MC2,2024-02-19T14:45:00Z,0.01,18,86.14,0.997,1.001,0,18,86.02,6.55,-1.5,-2.9,2.36,88,18,120.1,1073,15,15,15,15,950
FB6,MC2,2024-02-19T15:00:00Z,0,17.8,86.14,1,1,0,18,86.01,5.65,-1.5,-2.7,2.39,84,17.9,90.6,1179,15,15,15,15,1036
FB6,MC2,2024-02-19T15:15:00Z,0,17.8,86.15,0.999,1.001,0,17.9,86.03,8.66,-1.6,-2.9,3.37,70,17.9,68.1,1134,15,15,15,15,952
FB6,MC2,2024-02-19T15:30:00Z,0.01,17.6,86.14,0.997,0.999,0,17.8,86.02,10,-1.6,-2.9,2.75,79,17.7,73.2,1144,15,15,15,15,950
FB6,MC2,2024-02-19T15:45:00Z,0.01,17.6,86.14,0.997,1.001,0,17.7,86.02,6.16,-1.5,-2.9,1.81,76,17.7,58.8,1138,15,15,15,15,1035
FB6,MC2,2024-02-19T16:00:00Z,0.01,17.9,86.14,0.997,1,0,17.9,86.02,6.06,-1.4,-2.9,1.95,84,17.9,62.4,1139,15,15,15,15,995
FB6,MC2,2024-02-19T16:15:00Z,0,17.8,86.16,0.999,0.999,0,17.9,86.04,7.79,-1.7,-2.9,2.41,68,17.9,43.8,1139,15,15,15,15,1019
FB6,MC2,2024-02-19T16:30:00Z,0,17.7,86.16,0.999,1,0,17.8,86.04,10.04,-1.6,-2.9,2.24,72,17.7,35.5,1152,15,15,15,15,1020
FB6,MC2,2024-02-19T16:45:00Z,0,17.7,86.15,0.998,1,0,17.8,86.03,9.66,-1.5,-3,2.51,67,17.8,32.4,1157,15,15,15,15,921
FB6,MC2,2024-02-19T17:00:00Z,0.01,17.7,86.17,0.997,1,0,17.8,86.05,8.54,-1.9,-2.8,3.06,74,17.7,26,1116,15,15,15,15,1026
FB6,MC2,2024-02-19T17:15:00Z,0,17.7,86.21,0.998,0.999,0,17.8,86.08,10.13,-2,-2.8,2.83,77,17.7,22.9,1135,15,15,15,15,998
FB6,MC2,2024-02-19T17:30:00Z,0,17.7,86.21,0.998,0.999,0,17.8,86.08,9.65,-1.8,-3.1,3.37,72,17.7,13.5,1121,15,15,15,15,980
FB6,MC2,2024-02-19T17:45:00Z,0.01,17.8,86.21,0.997,1,0,17.8,86.08,8.69,-1.9,-2.7,3.26,73,17.8,0.9,1113,15,15,15,15,978
FB6,MC2,2024-02-19T18:00:00Z,0,17.8,86.23,0.998,1,0,17.8,86.1,7.35,-1.8,-2.8,2.5,82,17.8,0,1145,15,15,15,15,1028
FB6,MC2,2024-02-19T18:15:00Z,0,17.7,86.24,0.998,1,0,17.8,86.12,4.12,-1.5,-2.8,1.5,81,17.8,0,1183,15,15,15,15,1020
FB6,MC2,2024-02-19T18:30:00Z,0,17.8,86.26,0.998,1,0,17.8,86.13,NA,-1.8,-2.9,NA,NA,17.8,0,1150,15,15,15,15,1017
FB6,MC2,2024-02-19T18:45:00Z,0,17.7,86.28,0.998,1,0,17.7,86.15,NA,-1.6,-2.8,NA,NA,17.7,0,1104,15,15,15,15,1028
FB6,MC2,2024-02-19T19:00:00Z,0,17.6,86.28,0.999,0.999,0,17.7,86.15,NA,-1.5,-2.8,NA,NA,17.6,0,1162,15,15,15,15,1018
FB6,MC2,2024-02-19T19:15:00Z,0,17.6,86.29,0.998,0.999,0,17.6,86.17,NA,-1.7,-2.6,NA,NA,17.6,0,1125,15,15,15,15,947
FB6,MC2,2024-02-19T19:30:00Z,0,17.6,86.31,0.998,1,0,17.6,86.19,NA,-1.9,-2.6,NA,NA,17.6,0,1083,15,15,15,15,965
FB6,MC2,2024-02-19T19:45:00Z,0,17.5,86.32,0.999,1.001,0,17.6,86.19,NA,-1.8,-3,NA,NA,17.6,0,1184,15,15,15,15,968
FB6,MC2,2024-02-19T20:00:00Z,0,17.6,86.33,0.999,1,0,17.6,86.21,NA,-1.8,-2.8,NA,NA,17.6,0,1152,15,15,15,15,998
FB6,MC2,2024-02-19T20:15:00Z,0,17.6,86.35,0.999,1,0,17.6,86.23,NA,-2.1,-2.3,NA,NA,17.6,0,1200,15,15,15,15,1049
FB6,MC2,2024-02-19T20:30:00Z,0,17.6,86.35,0.999,0.999,0,17.7,86.23,NA,-1.7,-2.7,NA,NA,17.6,0,1136,15,15,15,15,941
FB6,MC2,2024-02-19T20:45:00Z,0,17.4,86.36,0.998,1,0,17.5,86.24,NA,-2.2,-2.9,NA,NA,17.4,0,1210,15,15,15,15,981
FB6,MC2,2024-02-19T21:00:00Z,0,17.5,86.37,0.999,1.001,0,17.6,86.24,NA,-1.4,-2.6,NA,NA,17.6,0,1208,15,15,15,15,1049
FB6,MC2,2024-02-19T21:15:00Z,0,17.6,86.38,0.999,0.999,0,17.6,86.26,NA,-1.3,-2.7,NA,NA,17.6,0,1139,15,15,15,15,1030
FB6,MC2,2024-02-19T21:30:00Z,0,17.6,86.4,0.998,0.999,0,17.7,86.26,NA,-1.7,-2.6,NA,NA,17.6,0,1107,15,15,15,15,978
FB6,MC2,2024-02-19T21:45:00Z,0,17.5,86.38,0.998,1.001,0,17.6,86.26,NA,-1.7,-2.7,NA,NA,17.6,0,1114,15,15,15,15,959
FB6,MC2,2024-02-19T22:00:00Z,0,17.6,86.38,0.999,1,0,17.6,86.25,NA,-1.5,-2.9,NA,NA,17.6,0,1086,15,15,15,15,974
FB6,MC2,2024-02-19T22:15:00Z,0,17.4,86.37,0.999,0.999,0,17.5,86.25,NA,-1.3,-2.9,NA,NA,17.5,0,1109,15,15,15,15,928
FB6,MC2,2024-02-19T22:30:00Z,0.01,17.3,86.37,0.997,1,0,17.3,86.25,NA,-1.7,-2.8,NA,NA,17.3,0,1177,15,15,15,15,952
FB6,MC2,2024-02-19T22:45:00Z,0,17.2,86.36,0.998,0.999,0,17.3,86.24,NA,-1.5,-2.6,NA,NA,17.2,0,1086,15,15,15,15,982
FB6,MC2,2024-02-19T23:00:00Z,0,17.2,86.36,0.999,1,0,17.3,86.24,NA,-1.5,-2.6,NA,NA,17.3,0,1026,15,15,15,15,903
FB6,MC2,2024-02-19T23:15:00Z,0,17.2,86.35,0.999,1,0,17.3,86.23,NA,-1.9,-2.5,NA,NA,17.2,0,1043,15,15,15,15,940
FB6,MC2,2024-02-19T23:30:00Z,0,17.1,86.35,0.998,1,0,17.2,86.22,NA,-1.7,-2.8,NA,NA,17.1,0,1210,15,15,15,15,1068
FB6,MC2,2024-02-19T23:45:00Z,0,17.2,86.35,0.998,1,0,17.2,86.22,NA,-1.7,-2.7,NA,NA,17.2,0,1144,15,15,15,15,982
FB6,MC2,2024-02-20T00:00:00Z,0,17.2,86.33,0.998,1,0,17.3,86.2,NA,-1.6,-2.8,NA,NA,17.2,0,959,15,15,15,15,924
FB6,MC2,2024-02-20T00:15:00Z,0,17.4,86.31,0.998,0.999,0,17.4,86.19,NA,-1.5,-2.8,NA,NA,17.4,0,1166,15,15,15,15,1002
FB6,MC2,2024-02-20T00:30:00Z,0.01,17.4,86.29,0.997,1,0,17.4,86.16,NA,-1.8,-2.8,NA,NA,17.4,0,1242,15,15,15,15,1055
FB6,MC2,2024-02-20T00:45:00Z,0,17.4,86.28,0.999,1,0,17.4,86.15,NA,-1.4,-2.7,NA,NA,17.4,0,1101,15,15,15,15,1010
FB6,MC2,2024-02-20T01:00:00Z,0,17.2,86.26,0.999,1,0,17.2,86.13,NA,-1.4,-2.9,NA,NA,17.2,0,982,15,15,15,15,885
FB6,MC2,2024-02-20T01:15:00Z,0.01,17.2,86.25,0.997,1,0,17.3,86.13,NA,-1.9,-2.9,NA,NA,17.3,0,1217,15,15,15,15,1022
FB6,MC2,2024-02-20T01:30:00Z,0.01,17.3,86.24,0.997,1,0,17.3,86.11,NA,-1.7,-2.6,NA,NA,17.3,0,1162,15,15,15,15,986
FB6,MC2,2024-02-20T01:45:00Z,0,17.2,86.22,0.998,0.999,0,17.3,86.09,NA,-2.1,-2.9,NA,NA,17.2,0,1064,15,15,15,15,925
FB6,MC2,2024-02-20T02:00:00Z,0,17.2,86.19,0.998,0.999,0,17.3,86.06,NA,-1.6,-2.8,NA,NA,17.2,0,1192,15,15,15,15,1018
FB6,MC2,2024-02-20T02:15:00Z,0.01,17.1,86.19,0.997,1,0,17.2,86.06,NA,-1.6,-2.8,NA,NA,17.2,0,1201,15,15,15,15,1000
FB6,MC2,2024-02-20T02:30:00Z,0,17,86.19,0.998,1,0,17,86.06,NA,-1.7,-2.4,NA,NA,17,0,1194,15,15,15,15,1014
FB6,MC2,2024-02-20T02:45:00Z,0,16.9,86.19,0.998,1,0,17,86.06,NA,-1.7,-2.4,NA,NA,16.9,0,1147,15,15,15,15,999
FB6,MC2,2024-02-20T03:00:00Z,0,16.8,86.19,0.999,1,0,16.8,86.06,NA,-1.8,-2.9,NA,NA,16.8,0,1122,15,15,15,15,988
FB6,MC2,2024-02-20T03:15:00Z,0.01,16.6,86.19,0.997,1,0,16.6,86.06,NA,-1.9,-2.7,NA,NA,16.6,0,1213,15,15,15,15,1009
FB6,MC2,2024-02-20T03:30:00Z,0,16.4,86.18,0.999,1.001,0,16.4,86.06,NA,-1.4,-2.9,NA,NA,16.4,0,1154,15,15,15,15,1035
FB6,MC2,2024-02-20T03:45:00Z,0,16,86.2,0.999,1.001,0,16.1,86.07,NA,-1.9,-2.7,NA,NA,16,0,1170,15,15,15,15,1013
FB6,MC2,2024-02-20T04:00:00Z,0,15.8,86.22,0.998,1.001,0,15.8,86.09,NA,-1.7,-3.1,NA,NA,15.8,0,1168,15,15,15,15,1057
FB6,MC2,2024-02-20T04:15:00Z,0,15.7,86.23,0.998,1,0,15.7,86.11,NA,-1.7,-3.1,NA,NA,15.7,0,1171,15,15,15,15,974
FB6,MC2,2024-02-20T04:30:00Z,0,15.5,86.25,1,1,0,15.6,86.13,NA,-1.8,-3.1,NA,NA,15.6,0,1154,15,15,15,15,1037
FB6,MC2,2024-02-20T04:45:00Z,0,15.5,86.26,0.998,1,0,15.6,86.14,NA,-1.7,-2.9,NA,NA,15.5,0,1178,15,15,15,15,1055
FB6,MC2,2024-02-20T05:00:00Z,0,15.4,86.27,0.998,1,0,15.5,86.15,NA,-1.8,-3.1,NA,NA,15.5,0,1175,15,15,15,15,1040
FB6,MC2,2024-02-20T05:15:00Z,0,15.5,86.27,0.997,1,0,15.6,86.15,NA,-1.9,-3,NA,NA,15.5,0,1204,15,15,15,15,1018
FB6,MC2,2024-02-20T05:30:00Z,0,15.5,86.27,0.999,1.001,0,15.6,86.15,NA,-1.9,-2.9,NA,NA,15.5,0,1191,15,15,15,15,993
FB6,MC2,2024-02-20T05:45:00Z,0,15.4,86.28,0.999,1,0,15.4,86.15,NA,-1.9,-2.9,NA,NA,15.4,0,1166,15,15,15,15,1038
FB6,MC2,2024-02-20T06:00:00Z,0,15.4,86.28,0.998,1.001,0,15.4,86.15,NA,-2.1,-2.9,NA,NA,15.4,0,1177,15,15,15,15,1039
FB6,MC2,2024-02-20T06:15:00Z,0,15.4,86.3,0.998,0.999,0,15.5,86.17,NA,-1.9,-2.9,NA,NA,15.4,0,1223,15,15,15,15,977
FB6,MC2,2024-02-20T06:30:00Z,0,15.4,86.32,0.998,1,0,15.5,86.2,NA,-1.9,-3,NA,NA,15.4,0,1161,15,15,15,15,1049
FB6,MC2,2024-02-20T06:45:00Z,0,15.4,86.34,0.998,1,0,15.5,86.22,NA,-1.8,-3,NA,NA,15.4,0,1095,15,15,15,15,976
FB6,MC2,2024-02-20T07:00:00Z,0,15.5,86.35,0.998,1.001,0,15.5,86.23,NA,-1.8,-3.1,NA,NA,15.5,2.9,1180,15,15,15,15,982
FB6,MC2,2024-02-20T07:15:00Z,0,15.5,86.36,0.998,1.001,0,15.5,86.24,NA,-1.8,-3,NA,NA,15.5,8.4,1145,15,15,15,15,962
FB6,MC2,2024-02-20T07:30:00Z,0,15.5,86.38,0.998,0.999,0,15.6,86.26,NA,-1.9,-3.1,NA,NA,15.5,11.9,1149,15,15,15,15,1026
FB6,MC2,2024-02-20T07:45:00Z,0,15.4,86.41,0.997,1,0,15.5,86.28,NA,-2,-3,NA,NA,15.5,14.1,1168,15,15,15,15,937
FB6,MC2,2024-02-20T08:00:00Z,0,15.4,86.43,0.998,1.001,0,15.5,86.3,NA,-1.8,-3,NA,NA,15.4,17.6,1208,15,15,15,15,1043
FB6,MC2,2024-02-20T08:15:00Z,0,15.4,86.44,0.998,1,0,15.4,86.31,NA,-1.8,-3.1,NA,NA,15.4,24.9,1167,15,15,15,15,1018
FB6,MC2,2024-02-20T08:30:00Z,0,15.4,86.45,0.998,1.001,0,15.4,86.32,NA,-1.9,-3,NA,NA,15.4,29.5,1180,15,15,15,15,1032
FB6,MC2,2024-02-20T08:45:00Z,0,15.4,86.46,0.998,1.001,0,15.4,86.33,NA,-1.9,-3.1,NA,NA,15.4,30.8,1154,15,15,15,15,1039
FB6,MC2,2024-02-20T09:00:00Z,0,15.4,86.46,0.998,1.001,0,15.5,86.33,NA,-1.8,-3.1,NA,NA,15.4,32.6,1145,15,15,15,15,975
FB6,MC2,2024-02-20T09:15:00Z,0,15.5,86.46,0.998,1.001,0,15.5,86.34,NA,-1.9,-3.2,NA,NA,15.5,33.1,1186,15,15,15,15,996
FB6,MC2,2024-02-20T09:30:00Z,0.01,15.5,86.47,0.997,1,0,15.5,86.34,NA,-1.7,-3.1,NA,NA,15.5,41.2,1198,15,15,15,15,982
FB6,MC2,2024-02-20T09:45:00Z,0,15.5,86.47,0.998,1,0,15.6,86.34,NA,-1.7,-3,NA,NA,15.5,46.3,1176,15,15,15,15,1010
FB6,MC2,2024-02-20T10:00:00Z,0,15.5,86.47,0.998,1.001,0,15.5,86.34,NA,-1.6,-3,NA,NA,15.5,51.6,1143,15,15,15,15,996
FB6,MC2,2024-02-20T10:15:00Z,0,15.5,86.47,0.998,1,0,15.5,86.34,NA,-1.8,-3,NA,NA,15.5,53.1,1196,15,15,15,15,1005
FB6,MC2,2024-02-20T10:30:00Z,0,15.5,86.48,0.998,1.001,0,15.5,86.35,NA,-1.7,-3.2,NA,NA,15.5,54.4,1134,15,15,15,15,1009
FB6,MC2,2024-02-20T10:45:00Z,0,15.5,86.48,0.997,1,0,15.6,86.35,NA,-1.7,-3,NA,NA,15.5,75.6,1129,15,15,15,15,965
FB6,MC2,2024-02-20T11:00:00Z,0,15.6,86.47,0.998,1,0,15.7,86.35,NA,-1.6,-3,NA,NA,15.7,76.9,1122,15,15,15,15,979
FB6,MC2,2024-02-20T11:15:00Z,0,15.6,86.45,0.998,1,0,15.7,86.32,NA,-1.7,-3.1,NA,NA,15.7,89.2,1122,15,15,15,15,1004
FB6,MC2,2024-02-20T11:30:00Z,0,15.6,86.41,0.999,1,0,15.8,86.29,NA,-1.7,-3.1,NA,NA,15.7,98.5,1134,15,15,15,15,984
FB6,MC2,2024-02-20T11:45:00Z,0,15.7,86.38,0.999,1,0,15.8,86.26,NA,-1.7,-2.9,NA,NA,15.8,94.5,1204,15,15,15,15,1007
FB6,MC2,2024-02-20T12:00:00Z,0,15.8,86.37,0.998,1.001,0,15.9,86.24,NA,-1.6,-3.1,NA,NA,15.8,123,1184,15,15,15,15,994
FB6,MC2,2024-02-20T12:15:00Z,0,15.9,86.35,0.997,0.999,0,16,86.22,NA,-1.9,-3,NA,NA,15.9,140.8,1157,15,15,15,15,986
FB6,MC2,2024-02-20T12:30:00Z,0,15.8,86.32,0.999,1,0,16,86.2,NA,-1.5,-2.9,NA,NA,16,150.9,1105,15,15,15,15,999
FB6,MC2,2024-02-20T12:45:00Z,0,15.9,86.31,0.999,0.999,0,16.1,86.18,NA,-1.7,-3,NA,NA,16,151.2,1175,15,15,15,15,996
FB6,MC2,2024-02-20T13:00:00Z,0.01,16.1,86.29,0.997,1,0,16.2,86.16,NA,-1.4,-2.9,NA,NA,16.1,159.9,1191,15,15,15,15,1012
FB6,MC2,2024-02-20T13:15:00Z,0,16.2,86.28,0.997,1,0,16.3,86.15,NA,-1.7,-3,NA,NA,16.2,173.4,1136,15,15,15,15,1026
FB6,MC2,2024-02-20T13:30:00Z,0,16.4,86.26,0.998,1,0,16.5,86.14,NA,-1.5,-2.9,NA,NA,16.4,171.8,1270,15,15,15,15,1031
FB6,MC2,2024-02-20T13:45:00Z,0,16.4,86.25,0.997,1.001,0,16.5,86.12,NA,-1.6,-2.9,NA,NA,16.4,145.6,1166,15,15,15,15,990
FB6,MC2,2024-02-20T14:00:00Z,0,16.4,86.22,0.997,1,0,16.5,86.1,NA,-1.6,-3,NA,NA,16.4,148.9,1235,15,15,15,15,1048
FB6,MC2,2024-02-20T14:15:00Z,0.01,16.5,86.22,0.997,1.001,0,16.6,86.09,NA,-1.7,-2.9,NA,NA,16.5,156.9,1199,15,15,15,15,1030
FB6,MC2,2024-02-20T14:30:00Z,0,16.5,86.23,0.998,1,0,16.6,86.1,NA,-1.7,-3,NA,NA,16.6,129.3,1229,15,15,15,15,1056
FB6,MC2,2024-02-20T14:45:00Z,0,16.5,86.24,0.998,1.001,0,16.6,86.11,NA,-1.7,-3,NA,NA,16.5,133.1,1169,15,15,15,15,1060
FB6,MC2,2024-02-20T15:00:00Z,0,16.5,86.24,0.998,1,0,16.6,86.11,NA,-1.8,-3.1,NA,NA,16.6,136.8,1189,15,15,15,15,1039
FB6,MC2,2024-02-20T15:15:00Z,0,16.5,86.22,0.998,1.001,0,16.7,86.1,NA,-1.6,-3.1,NA,NA,16.6,141.2,1140,15,15,15,15,1022
FB6,MC2,2024-02-20T15:30:00Z,0,16.5,86.21,0.998,1.001,0,16.6,86.08,NA,-1.8,-3,NA,NA,16.5,122.5,1195,15,15,15,15,1054
FB6,MC2,2024-02-20T15:45:00Z,0,16.4,86.21,0.999,1,0,16.6,86.09,NA,-1.7,-3,NA,NA,16.5,117.7,1191,15,15,15,15,1030
FB6,MC2,2024-02-20T16:00:00Z,0,16.4,86.23,0.998,1.001,0,16.5,86.1,NA,-1.7,-2.9,NA,NA,16.4,99.1,1173,15,15,15,15,990
FB6,MC2,2024-02-20T16:15:00Z,0,16.4,86.23,0.998,1.001,0,16.5,86.1,NA,-1.7,-2.8,NA,NA,16.4,70.5,1189,15,15,15,15,1020
FB6,MC2,2024-02-20T16:30:00Z,0,16.4,86.22,0.998,1.001,0,16.5,86.1,NA,-1.9,-2.8,NA,NA,16.4,63.9,1213,15,15,15,15,1062
FB6,MC2,2024-02-20T16:45:00Z,0,16.3,86.24,0.998,0.999,0,16.4,86.11,NA,-1.8,-2.7,NA,NA,16.3,46.5,1216,15,15,15,15,1004
FB6,MC2,2024-02-20T17:00:00Z,0,16.2,86.24,0.998,1,0,16.3,86.12,NA,-1.9,-3,NA,NA,16.3,48.7,1176,15,15,15,15,1052
FB6,MC2,2024-02-20T17:15:00Z,0,16.2,86.26,0.998,1,0,16.3,86.14,NA,-2,-3,NA,NA,16.2,17.6,1254,15,15,15,15,1036
FB6,MC2,2024-02-20T17:30:00Z,0,16.1,86.29,0.997,1,0,16.2,86.16,NA,-1.9,-2.8,NA,NA,16.1,8.1,1203,15,15,15,15,1089
FB6,MC2,2024-02-20T17:45:00Z,0,16,86.3,0.999,0.999,0,16.1,86.17,NA,-1.9,-3.1,NA,NA,16,0.7,1251,15,15,15,15,1030
FB6,MC2,2024-02-20T18:00:00Z,0,16,86.3,0.998,0.999,0,16.1,86.17,NA,-1.8,-3,NA,NA,16,0,1149,15,15,15,15,1041
FB6,MC2,2024-02-20T18:15:00Z,0,16,86.32,0.998,1,0,16.1,86.19,NA,-1.6,-3.1,NA,NA,16,0,1169,15,15,15,15,1015
FB6,MC2,2024-02-20T18:30:00Z,0,16,86.33,0.998,1,0,16.1,86.2,NA,-1.6,-3.1,NA,NA,16,0,1247,15,15,15,15,1071
FB6,MC2,2024-02-20T18:45:00Z,0,16,86.33,0.998,1,0,16,86.21,NA,-1.9,-3,NA,NA,16,0,1270,15,15,15,15,1094
FB6,MC2,2024-02-20T19:00:00Z,0,15.7,86.33,0.997,1,0,15.7,86.21,NA,-1.6,-2.8,NA,NA,15.7,0,1191,15,15,15,15,1073
