Tree,MC,Timestamp,Port3_VPD,Port3_RH,Port3_Temp,Port3_Atmos_pressure,Port2_ATM22_Yaxis,Port2_Gust_speed,Port2_Wind_speed,Port2_ATM22_temp,Port2_Wind_direction,Port2_ATM22_Xaxis,Port1_Solar,Port4_LW_minutes,Port4_LW_minutes_H,Port4_LWS_Count,Port5_EpiMoisture,Port6_EpiTemp
ET8,MC2,2023-10-23T09:45:00Z,0.15,0.94,21.6,87.82,1.6,1.04,0.24,22.4,215,-1,111.1,15,1,459,0.073,20.8
ET8,MC2,2023-10-23T10:00:00Z,0.13,0.946,21.1,87.81,1.6,0.96,0.3,21.6,139,-1,137,15,0,455,0.073,20.8
ET8,MC2,2023-10-23T10:15:00Z,0.12,0.952,20.8,87.8,1.6,1.08,0.32,21.3,129,-1.1,120.8,15,0,456,0.073,20.8
ET8,MC2,2023-10-23T10:30:00Z,0.07,0.971,20.7,87.79,1.6,1.43,0.3,21.1,298,-1.1,96.7,15,10,575,0.073,20.8
ET8,MC2,2023-10-23T10:45:00Z,0.03,0.987,20.5,87.78,1.5,0.77,0.23,21,233,-1.2,130.6,15,15,815,0.074,20.8
ET8,MC2,2023-10-23T11:00:00Z,0.01,0.996,20.8,87.77,1.6,0.32,0.2,21.1,203,-1.2,158,15,15,742,0.079,20.8
ET8,MC2,2023-10-23T11:15:00Z,0.02,0.993,21,87.75,1.6,0.3,0.2,21.1,209,-1.2,175.4,15,15,817,0.085,20.8
ET8,MC2,2023-10-23T11:30:00Z,0.03,0.986,20.9,87.73,1.7,0.68,0.27,21.1,190,-1.3,121.8,15,15,911,0.088,20.8
ET8,MC2,2023-10-23T11:45:00Z,0.02,0.99,20.6,87.72,1.7,0.46,0.3,20.9,191,-1.4,89.4,15,15,742,0.091,20.9
ET8,MC2,2023-10-23T12:00:00Z,0.01,0.996,20.4,87.7,1.7,0.77,0.35,20.6,191,-1.5,69.6,15,15,886,0.092,20.8
ET8,MC2,2023-10-23T12:15:00Z,0,1,20,87.69,1.7,0.92,0.35,20.2,173,-1.6,61.5,15,15,782,0.093,20.8
ET8,MC2,2023-10-23T12:30:00Z,0,0.999,20.2,87.67,1.8,1.27,0.38,20.2,238,-1.5,68.8,15,15,723,0.092,20.8
ET8,MC2,2023-10-23T12:45:00Z,0,1,20.2,87.65,1.7,0.42,0.29,20.3,200,-1.6,43.2,15,15,970,0.091,20.7
ET8,MC2,2023-10-23T13:00:00Z,0,1,20.2,87.64,1.8,0.39,0.3,20.2,204,-1.6,48.3,15,15,905,0.094,20.7
ET8,MC2,2023-10-23T13:15:00Z,0,1,20,87.62,1.9,2.25,0.33,20.1,213,-1.6,54.4,15,15,911,0.096,20.6
ET8,MC2,2023-10-23T13:30:00Z,0,0.999,20.1,87.61,1.8,3.35,0.37,20.1,303,-1.7,94.3,15,15,713,0.097,20.6
ET8,MC2,2023-10-23T13:45:00Z,0,1,20.3,87.58,1.7,1.2,0.37,20.3,192,-1.6,295.2,15,15,513,0.094,20.6
ET8,MC2,2023-10-23T14:00:00Z,0,0.999,21.1,87.57,1.7,1.08,0.31,20.7,204,-1.6,199.8,15,15,492,0.092,20.7
ET8,MC2,2023-10-23T14:15:00Z,0,0.999,21.1,87.54,1.8,1.73,0.46,21,156,-1.5,202.9,15,15,476,0.091,20.8
ET8,MC2,2023-10-23T14:30:00Z,0.05,0.981,21,87.55,1.7,0.77,0.37,20.9,216,-1.4,80.6,15,15,612,0.09,20.8
ET8,MC2,2023-10-23T14:45:00Z,0.07,0.972,20.8,87.55,1.7,1.21,0.52,20.6,184,-1.5,60.6,15,15,716,0.089,20.8
ET8,MC2,2023-10-23T15:00:00Z,0.04,0.985,20.6,87.53,1.7,1.6,0.42,20.4,183,-1.6,42.3,15,15,779,0.091,20.7
ET8,MC2,2023-10-23T15:15:00Z,0.01,0.995,20.4,87.55,1.8,1.01,0.42,20.3,176,-1.6,32.4,15,15,653,0.092,20.7
ET8,MC2,2023-10-23T15:30:00Z,0,1,20.2,87.55,1.8,0.81,0.33,20.2,188,-1.5,19,15,15,924,0.092,20.6
ET8,MC2,2023-10-23T15:45:00Z,0,0.999,20.2,87.56,1.8,1.88,0.4,20.1,172,-1.6,16.1,15,15,653,0.094,20.6
ET8,MC2,2023-10-23T16:00:00Z,0,1,20,87.56,1.7,1.85,0.51,20,176,-1.6,18.3,15,15,631,0.093,20.5
ET8,MC2,2023-10-23T16:15:00Z,0,0.999,19.9,87.56,1.7,0.93,0.34,20,207,-1.6,25.3,15,15,626,0.092,20.5
ET8,MC2,2023-10-23T16:30:00Z,0,0.999,19.9,87.57,1.8,1,0.39,20,302,-1.6,17.9,15,15,694,0.091,20.4
ET8,MC2,2023-10-23T16:45:00Z,0,1.001,19.8,87.57,1.7,0.82,0.33,19.8,210,-1.6,13.2,15,15,744,0.091,20.3
ET8,MC2,2023-10-23T17:00:00Z,0,1,19.9,87.59,1.7,1.32,0.45,19.8,164,-1.6,7.1,15,15,788,0.091,20.3
ET8,MC2,2023-10-23T17:15:00Z,0,1.001,19.8,87.59,1.8,2.03,0.59,19.8,163,-1.6,1.1,15,15,840,0.092,20.2
ET8,MC2,2023-10-23T17:30:00Z,0,1,19.7,87.6,1.8,2.35,0.53,19.7,162,-1.6,0,15,15,928,0.094,20.2
ET8,MC2,2023-10-23T17:45:00Z,0,1,19.7,87.61,1.9,0.81,0.35,19.6,186,-1.7,0,15,15,766,0.097,20.1
ET8,MC2,2023-10-23T18:00:00Z,0,1,19.7,87.64,1.8,0.48,0.31,19.6,188,-1.7,0,15,15,860,0.097,20
ET8,MC2,2023-10-23T18:15:00Z,0,1,19.7,87.66,1.8,1.15,0.45,19.6,170,-1.7,0,15,15,655,0.097,20
ET8,MC2,2023-10-23T18:30:00Z,0,1,19.6,87.67,1.8,1.25,0.4,19.6,179,-1.8,0,15,15,773,0.098,19.9
ET8,MC2,2023-10-23T18:45:00Z,0,1.001,19.6,87.69,1.9,1.93,0.5,19.5,148,-1.8,0,15,15,650,0.098,19.8
ET8,MC2,2023-10-23T19:00:00Z,0,1.001,19.5,87.7,1.8,2.14,0.58,19.6,139,-1.7,0,15,15,593,0.096,19.8
ET8,MC2,2023-10-23T19:15:00Z,0,1.001,19.6,87.72,1.9,1.95,0.77,19.7,136,-1.7,0,15,15,643,0.094,19.7
ET8,MC2,2023-10-23T19:30:00Z,0,1,19.7,87.73,1.8,1.88,0.51,19.7,154,-1.7,0,15,15,770,0.095,19.7
ET8,MC2,2023-10-23T19:45:00Z,0,1.001,19.7,87.76,1.9,0.99,0.33,19.6,167,-1.8,0,15,15,833,0.098,19.7
ET8,MC2,2023-10-23T20:00:00Z,0,1,19.6,87.77,1.8,0.58,0.25,19.5,164,-1.7,0,15,15,762,0.099,19.7
ET8,MC2,2023-10-23T20:15:00Z,0,1,19.4,87.79,1.9,1.03,0.41,19.6,165,-1.8,0,15,15,686,0.098,19.6
ET8,MC2,2023-10-23T20:30:00Z,0,1,19.4,87.79,1.8,0.63,0.29,19.4,174,-1.7,0,15,15,608,0.096,19.6
ET8,MC2,2023-10-23T20:45:00Z,0,1,19.4,87.78,1.8,0.83,0.31,19.4,186,-1.7,0,15,15,567,0.095,19.6
ET8,MC2,2023-10-23T21:00:00Z,0,1,19.4,87.77,1.9,1.46,0.32,19.4,215,-1.6,0,15,15,545,0.094,19.6
ET8,MC2,2023-10-23T21:15:00Z,0,1,19.5,87.8,1.8,1.86,0.6,19.4,330,-1.6,0,15,15,536,0.093,19.5
ET8,MC2,2023-10-23T21:30:00Z,0,1,19.5,87.81,1.8,0.47,0.23,19.4,192,-1.6,0,15,15,538,0.092,19.5
ET8,MC2,2023-10-23T21:45:00Z,0,1.001,19.4,87.82,1.8,0.75,0.32,19.3,163,-1.6,0,15,15,539,0.092,19.5
ET8,MC2,2023-10-23T22:00:00Z,0,1,19.4,87.82,1.8,0.68,0.29,19.4,163,-1.6,0,15,15,542,0.092,19.5
ET8,MC2,2023-10-23T22:15:00Z,0,1,19.4,87.81,1.8,0.64,0.42,19.4,160,-1.6,0,15,15,543,0.091,19.5
ET8,MC2,2023-10-23T22:30:00Z,0,1,19.3,87.79,1.8,0.66,0.3,19.3,170,-1.6,0,15,15,541,0.091,19.5
ET8,MC2,2023-10-23T22:45:00Z,0,1.001,19.3,87.78,1.7,1.08,0.53,19.4,160,-1.6,0,15,15,533,0.091,19.5
ET8,MC2,2023-10-23T23:00:00Z,0,1.001,19.3,87.76,1.8,0.79,0.24,19.4,184,-1.6,0,15,15,530,0.09,19.4
ET8,MC2,2023-10-23T23:15:00Z,0,1,19.2,87.74,1.8,0.29,0.22,19.2,195,-1.6,0,15,15,531,0.09,19.4
ET8,MC2,2023-10-23T23:30:00Z,0,0.999,19.2,87.72,1.8,0.52,0.29,19.2,169,-1.6,0,15,15,533,0.09,19.4
ET8,MC2,2023-10-23T23:45:00Z,0,1,19,87.7,1.8,0.34,0.22,19.1,194,-1.5,0,15,15,531,0.09,19.4
ET8,MC2,2023-10-24T00:00:00Z,0,1,19,87.69,1.8,0.7,0.22,19.1,244,-1.5,0,15,15,530,0.089,19.4
ET8,MC2,2023-10-24T00:15:00Z,0,1,18.9,87.68,1.8,0.48,0.26,19,177,-1.5,0,15,15,530,0.089,19.4
ET8,MC2,2023-10-24T00:30:00Z,0,1,18.9,87.65,1.8,0.47,0.25,19,191,-1.6,0,15,15,529,0.089,19.3
ET8,MC2,2023-10-24T00:45:00Z,0,1,18.9,87.62,1.8,0.82,0.32,18.9,181,-1.5,0,15,15,513,0.089,19.3
ET8,MC2,2023-10-24T01:00:00Z,0,1,19,87.6,1.8,0.44,0.23,19,203,-1.6,0,15,15,508,0.088,19.3
ET8,MC2,2023-10-24T01:15:00Z,0,1,18.9,87.59,1.8,0.63,0.27,18.8,196,-1.5,0,15,15,510,0.088,19.2
ET8,MC2,2023-10-24T01:30:00Z,0,0.999,18.9,87.57,1.8,0.49,0.26,18.8,186,-1.5,0,15,15,511,0.088,19.2
ET8,MC2,2023-10-24T01:45:00Z,0,1,18.8,87.55,1.8,1.28,0.38,18.9,164,-1.6,0,15,15,506,0.088,19.2
ET8,MC2,2023-10-24T02:00:00Z,0,0.999,18.7,87.53,1.7,0.66,0.28,18.8,124,-1.5,0,15,15,505,0.088,19.2
ET8,MC2,2023-10-24T02:15:00Z,0,1,18.6,87.52,1.8,1.04,0.36,18.7,162,-1.6,0,15,15,504,0.088,19.1
ET8,MC2,2023-10-24T02:30:00Z,0,1,18.5,87.53,1.7,0.36,0.21,18.5,204,-1.6,0,15,15,508,0.088,19.1
ET8,MC2,2023-10-24T02:45:00Z,0,0.999,18.5,87.53,1.8,0.73,0.43,18.5,166,-1.6,0,15,15,511,0.088,19
ET8,MC2,2023-10-24T03:00:00Z,0,1,18.5,87.54,1.8,0.64,0.28,18.5,181,-1.5,0,15,15,510,0.087,19
ET8,MC2,2023-10-24T03:15:00Z,0,1,18.6,87.55,1.8,1.34,0.51,18.8,159,-1.5,0,15,15,504,0.087,19
ET8,MC2,2023-10-24T03:30:00Z,0,1,18.8,87.55,1.8,0.79,0.24,18.8,178,-1.5,0,15,15,502,0.087,18.9
ET8,MC2,2023-10-24T03:45:00Z,0,1,18.7,87.56,1.7,0.46,0.22,18.6,184,-1.5,0,15,15,501,0.087,18.9
ET8,MC2,2023-10-24T04:00:00Z,0,1,18.7,87.6,1.8,0.31,0.21,18.7,209,-1.6,0,15,15,500,0.087,18.9
ET8,MC2,2023-10-24T04:15:00Z,0,1,18.6,87.63,1.7,0.6,0.23,18.6,204,-1.5,0,15,15,499,0.087,18.9
ET8,MC2,2023-10-24T04:30:00Z,0,1,18.7,87.63,1.7,0.26,0.23,18.7,194,-1.5,0,15,15,501,0.087,18.9
ET8,MC2,2023-10-24T04:45:00Z,0,1,18.7,87.64,1.8,0.32,0.22,18.7,190,-1.6,0,15,15,537,0.087,18.9
ET8,MC2,2023-10-24T05:00:00Z,0,1,18.7,87.64,1.7,0.36,0.24,18.7,191,-1.6,0,15,15,584,0.087,18.9
ET8,MC2,2023-10-24T05:15:00Z,0,0.999,18.8,87.64,1.8,0.74,0.23,18.7,216,-1.5,0,15,15,583,0.087,18.9
ET8,MC2,2023-10-24T05:30:00Z,0,0.999,18.8,87.66,1.8,0.63,0.3,18.7,188,-1.5,0,15,15,585,0.087,18.9
ET8,MC2,2023-10-24T05:45:00Z,0,1,18.8,87.68,1.7,1.07,0.34,18.8,177,-1.5,0.7,15,15,581,0.087,18.8
ET8,MC2,2023-10-24T06:00:00Z,0,1.001,18.9,87.72,1.8,0.51,0.29,18.9,179,-1.5,9.2,15,15,575,0.086,18.8
ET8,MC2,2023-10-24T06:15:00Z,0,0.999,19,87.74,1.7,0.7,0.38,19,170,-1.5,18.7,15,15,570,0.086,18.9
ET8,MC2,2023-10-24T06:30:00Z,0,0.999,19,87.75,1.7,0.8,0.24,19,188,-1.5,27.1,15,15,558,0.086,18.9
ET8,MC2,2023-10-24T06:45:00Z,0,1,19.1,87.75,1.8,1,0.31,19.1,168,-1.5,37.7,15,15,550,0.086,18.9
ET8,MC2,2023-10-24T07:00:00Z,0,0.999,19.2,87.76,1.8,1.4,0.58,19.3,160,-1.5,49.4,15,15,534,0.086,19
ET8,MC2,2023-10-24T07:15:00Z,0,1.001,19.3,87.8,1.7,0.84,0.32,19.4,175,-1.5,61.5,15,15,516,0.086,19
ET8,MC2,2023-10-24T07:30:00Z,0,1,19.6,87.81,1.8,0.82,0.49,19.5,160,-1.5,76.5,15,15,500,0.086,19.1
ET8,MC2,2023-10-24T07:45:00Z,0,1.001,19.7,87.82,1.8,0.86,0.27,19.8,209,-1.4,95.2,15,15,485,0.086,19.1
ET8,MC2,2023-10-24T08:00:00Z,0,1.001,19.9,87.84,1.8,1.91,0.37,19.9,320,-1.4,95.6,15,15,477,0.085,19.2
ET8,MC2,2023-10-24T08:15:00Z,0,1,19.8,87.86,1.7,1.91,0.35,19.9,280,-1.4,89,15,15,472,0.085,19.3
ET8,MC2,2023-10-24T08:30:00Z,0,1,20,87.86,1.8,0.71,0.27,20.1,175,-1.4,117.6,15,15,467,0.085,19.4
ET8,MC2,2023-10-24T08:45:00Z,0.01,0.994,20.3,87.85,1.7,1.23,0.45,20.5,158,-1.4,167,15,15,462,0.084,19.5
ET8,MC2,2023-10-24T09:00:00Z,0.05,0.979,20.9,87.87,1.7,1.03,0.36,21,287,-1.4,163.5,15,4,458,0.084,19.7
ET8,MC2,2023-10-24T09:15:00Z,0.07,0.974,21.6,87.87,1.7,0.74,0.29,21.4,229,-1.4,143.2,15,0,456,0.084,19.8
ET8,MC2,2023-10-24T09:30:00Z,0.1,0.962,21.8,87.87,1.7,0.79,0.31,21.5,227,-1.3,145.9,15,0,456,0.083,20
ET8,MC2,2023-10-24T09:45:00Z,0.1,0.962,21.7,87.87,1.7,1.7,0.34,21.5,235,-1.3,137,15,0,457,0.083,20.1
ET8,MC2,2023-10-24T10:00:00Z,0.07,0.974,21.5,87.88,1.7,1.22,0.35,21.5,185,-1.2,140.8,15,0,457,0.082,20.2
ET8,MC2,2023-10-24T10:15:00Z,0.06,0.978,21.4,87.87,1.7,1.36,0.37,21.5,282,-1.2,91,15,0,457,0.082,20.4
ET8,MC2,2023-10-24T10:30:00Z,0.05,0.982,21,87.87,1.7,2.86,0.54,21,334,-1.3,58.8,15,4,954,0.082,20.4
ET8,MC2,2023-10-24T10:45:00Z,0.01,0.996,20.4,87.86,1.8,2.79,0.56,20.5,310,-1.6,72.3,15,15,650,0.098,20.4
ET8,MC2,2023-10-24T11:00:00Z,0,1,20.2,87.83,1.8,1.6,0.41,20.4,280,-1.6,82.2,15,15,933,0.096,20.3
ET8,MC2,2023-10-24T11:15:00Z,0,1,20.4,87.81,1.8,2.4,0.48,20.4,314,-1.7,131.5,15,15,628,0.095,20.3
ET8,MC2,2023-10-24T11:30:00Z,0,1,20.4,87.79,1.8,2.9,0.7,20.4,323,-1.6,121.2,15,15,562,0.094,20.4
ET8,MC2,2023-10-24T11:45:00Z,0,1,20.2,87.77,1.8,2.18,0.57,20.2,314,-1.6,51.5,15,15,544,0.093,20.4
ET8,MC2,2023-10-24T12:00:00Z,0,1,20,87.75,1.8,1.67,0.47,20.2,298,-1.6,85.7,15,15,569,0.093,20.4
ET8,MC2,2023-10-24T12:15:00Z,0,1,19.9,87.74,1.8,2.89,0.64,20.1,326,-1.6,84.4,15,15,830,0.092,20.3
ET8,MC2,2023-10-24T12:30:00Z,0,1.001,20,87.72,1.8,1.82,0.47,20.1,186,-1.6,63.5,15,15,810,0.094,20.3
ET8,MC2,2023-10-24T12:45:00Z,0,1,19.9,87.69,1.9,1.97,0.83,20,157,-1.7,83.3,15,15,892,0.098,20.3
ET8,MC2,2023-10-24T13:00:00Z,0,1.001,20,87.66,1.8,1.89,0.39,20.1,198,-1.6,74.7,15,15,651,0.097,20.2
ET8,MC2,2023-10-24T13:15:00Z,0,1,20,87.63,1.8,2.19,0.48,20.1,259,-1.6,82,15,15,562,0.096,20.2
ET8,MC2,2023-10-24T13:30:00Z,0,1,20,87.61,1.8,3.29,0.64,20.1,302,-1.6,85.7,15,15,534,0.094,20.2
ET8,MC2,2023-10-24T13:45:00Z,0,0.999,20.2,87.61,1.8,2.17,0.44,20.2,265,-1.6,72.9,15,15,558,0.093,20.2
ET8,MC2,2023-10-24T14:00:00Z,0,1.001,20.2,87.59,1.8,1.87,0.44,20.2,244,-1.5,67.2,15,15,562,0.093,20.2
ET8,MC2,2023-10-24T14:15:00Z,0,0.999,20.1,87.58,1.9,2.37,0.43,20,271,-1.7,23.4,15,15,887,0.095,20.2
ET8,MC2,2023-10-24T14:30:00Z,0,0.999,19.9,87.57,1.9,1.92,0.87,19.8,158,-1.8,31.9,15,15,776,0.103,20.2
ET8,MC2,2023-10-24T14:45:00Z,0,1,19.8,87.55,2,1.64,0.6,19.6,155,-1.9,38.1,15,15,867,0.104,20.1
ET8,MC2,2023-10-24T15:00:00Z,0,0.999,19.8,87.54,1.9,0.86,0.25,19.7,165,-1.8,11.4,15,15,760,0.102,20
ET8,MC2,2023-10-24T15:15:00Z,0,1,19.7,87.55,1.9,4.25,0.66,19.6,336,-1.9,15.2,15,15,905,0.104,19.9
ET8,MC2,2023-10-24T15:30:00Z,0,1.001,19.6,87.56,1.9,3.25,0.7,19.6,341,-1.9,17,15,15,721,0.103,19.8
ET8,MC2,2023-10-24T15:45:00Z,0,1,19.6,87.57,1.9,1.42,0.35,19.6,155,-1.8,8.1,15,15,853,0.101,19.8
ET8,MC2,2023-10-24T16:00:00Z,0,1,19.6,87.59,2,2.66,0.73,19.5,135,-1.8,5.1,15,15,639,0.104,19.7
ET8,MC2,2023-10-24T16:15:00Z,0,1,19.4,87.61,2,2.12,0.58,19.5,141,-1.8,0,15,15,876,0.102,19.7
ET8,MC2,2023-10-24T16:30:00Z,0,1.001,19.3,87.63,1.9,1.67,0.42,19.3,158,-1.7,0,15,15,742,0.102,19.6
ET8,MC2,2023-10-24T16:45:00Z,0,1,19.3,87.63,1.9,0.74,0.3,19.2,161,-1.8,0,15,15,819,0.1,19.6
ET8,MC2,2023-10-24T17:00:00Z,0,0.999,19.2,87.63,1.9,1.23,0.46,19.1,154,-1.8,0,15,15,916,0.101,19.5
ET8,MC2,2023-10-24T17:15:00Z,0,0.999,19.2,87.63,1.9,1.28,0.55,19.2,137,-1.9,0,15,15,845,0.103,19.4
ET8,MC2,2023-10-24T17:30:00Z,0,1,19.2,87.64,1.9,2.53,0.74,19.1,151,-1.8,0,15,15,884,0.104,19.4
ET8,MC2,2023-10-24T17:45:00Z,0,1,19.4,87.65,1.9,1.53,0.35,18.9,163,-1.9,0,15,15,754,0.104,19.3
ET8,MC2,2023-10-24T18:00:00Z,0.02,0.993,19.4,87.66,1.9,2.36,0.43,19.2,157,-1.8,0,15,15,831,0.103,19.2
ET8,MC2,2023-10-24T18:15:00Z,0.01,0.994,19.3,87.68,1.8,0.52,0.18,19,162,-1.9,0,15,15,846,0.103,19.1
ET8,MC2,2023-10-24T18:30:00Z,0,1,19.1,87.69,1.9,0.94,0.43,18.9,136,-1.9,0,15,15,773,0.104,19.1
ET8,MC2,2023-10-24T18:45:00Z,0,1,18.9,87.69,1.9,1.17,0.35,18.6,134,-1.9,0,15,15,826,0.104,19
ET8,MC2,2023-10-24T19:00:00Z,0,1,18.7,87.7,1.9,1.49,0.39,18.4,165,-1.9,0,15,15,771,0.104,19
ET8,MC2,2023-10-24T19:15:00Z,0.05,0.977,19,87.71,1.8,1.05,0.27,18.3,168,-1.8,0,15,15,696,0.103,18.9
ET8,MC2,2023-10-24T19:30:00Z,0.07,0.969,19,87.72,1.9,0.7,0.25,18.2,162,-1.8,0,15,15,680,0.101,18.8
ET8,MC2,2023-10-24T19:45:00Z,0.04,0.981,18.8,87.73,1.8,0.73,0.27,18.2,162,-1.8,0,15,15,689,0.1,18.8
ET8,MC2,2023-10-24T20:00:00Z,0.06,0.974,18.9,87.74,1.9,0.69,0.23,18.2,168,-1.8,0,15,15,639,0.099,18.7
ET8,MC2,2023-10-24T20:15:00Z,0.06,0.972,18.7,87.75,1.8,0.6,0.22,18.1,171,-1.7,0,15,15,605,0.098,18.7
ET8,MC2,2023-10-24T20:30:00Z,0.03,0.986,18.5,87.76,1.8,0.86,0.33,18.1,167,-1.7,0,15,15,537,0.097,18.6
ET8,MC2,2023-10-24T20:45:00Z,0.04,0.982,18.5,87.76,1.8,0.32,0.19,18,169,-1.7,0,15,15,518,0.096,18.6
ET8,MC2,2023-10-24T21:00:00Z,0.09,0.96,19.1,87.77,1.8,1.28,0.29,18,169,-1.6,0,15,15,493,0.095,18.5
ET8,MC2,2023-10-24T21:15:00Z,0.1,0.954,19,87.79,1.8,0.92,0.3,18.1,167,-1.6,0,15,15,476,0.095,18.5
ET8,MC2,2023-10-24T21:30:00Z,0.1,0.956,18.9,87.81,1.8,0.41,0.23,18.1,176,-1.6,0,15,15,469,0.094,18.5
ET8,MC2,2023-10-24T21:45:00Z,0.09,0.959,18.8,87.82,1.8,1.19,0.3,18.1,162,-1.6,0,15,15,466,0.093,18.4
ET8,MC2,2023-10-24T22:00:00Z,0.09,0.957,18.9,87.82,1.8,1.07,0.41,18.4,156,-1.5,0,15,15,466,0.093,18.4
ET8,MC2,2023-10-24T22:15:00Z,0.07,0.968,18.6,87.83,1.8,0.88,0.31,18.2,160,-1.6,0,15,15,462,0.092,18.4
ET8,MC2,2023-10-24T22:30:00Z,0.06,0.974,18.6,87.83,1.8,1.19,0.37,18.4,149,-1.6,0,15,15,461,0.092,18.4
ET8,MC2,2023-10-24T22:45:00Z,0.06,0.972,18.7,87.81,1.8,1.06,0.3,18.4,159,-1.5,0,15,6,460,0.092,18.3
ET8,MC2,2023-10-24T23:00:00Z,0.05,0.976,18.4,87.79,1.7,0.82,0.18,18.1,207,-1.5,0,15,15,462,0.091,18.3
ET8,MC2,2023-10-24T23:15:00Z,0.02,0.988,18.1,87.77,1.8,0.55,0.2,18,180,-1.6,0,15,15,464,0.091,18.3
ET8,MC2,2023-10-24T23:30:00Z,0.01,0.995,18.3,87.75,1.8,1.47,0.3,18.4,155,-1.6,0,15,15,462,0.091,18.2
ET8,MC2,2023-10-24T23:45:00Z,0.02,0.991,18.5,87.73,1.8,2.35,0.93,18.9,144,-1.5,0,15,6,459,0.091,18.2
ET8,MC2,2023-10-25T00:00:00Z,0.06,0.97,18.9,87.71,1.8,2.02,0.86,19,142,-1.5,0,15,0,459,0.09,18.2
ET8,MC2,2023-10-25T00:15:00Z,0.06,0.974,18.7,87.7,1.7,0.85,0.3,18.6,126,-1.6,0,15,9,460,0.09,18.2
ET8,MC2,2023-10-25T00:30:00Z,0.04,0.983,18.6,87.69,1.8,0.87,0.25,18.6,140,-1.5,0,15,13,460,0.09,18.2
ET8,MC2,2023-10-25T00:45:00Z,0.03,0.985,18.7,87.68,1.8,1.12,0.5,18.8,149,-1.5,0,15,9,460,0.089,18.2
ET8,MC2,2023-10-25T01:00:00Z,0.06,0.971,19.1,87.67,1.8,1.17,0.43,18.8,149,-1.5,0,15,1,459,0.089,18.2
ET8,MC2,2023-10-25T01:15:00Z,0.08,0.964,18.9,87.66,1.8,0.66,0.26,18.7,146,-1.5,0,15,0,459,0.089,18.2
ET8,MC2,2023-10-25T01:30:00Z,0.07,0.969,18.8,87.67,1.8,0.78,0.33,18.6,145,-1.4,0,15,0,459,0.089,18.2
ET8,MC2,2023-10-25T01:45:00Z,0.07,0.966,18.8,87.66,1.8,0.81,0.25,18.4,160,-1.5,0,15,0,459,0.088,18.2
ET8,MC2,2023-10-25T02:00:00Z,0.08,0.963,18.8,87.63,1.7,0.38,0.23,18.3,163,-1.5,0,15,0,460,0.088,18.2
ET8,MC2,2023-10-25T02:15:00Z,0.06,0.971,18.5,87.61,1.7,0.3,0.2,18.1,161,-1.5,0,15,12,462,0.087,18.2
ET8,MC2,2023-10-25T02:30:00Z,0.04,0.981,18.4,87.61,1.7,0.53,0.23,18.1,167,-1.5,0,15,6,459,0.087,18.2
ET8,MC2,2023-10-25T02:45:00Z,0.07,0.966,18.7,87.61,1.7,0.42,0.21,18,159,-1.5,0,15,2,460,0.087,18.2
ET8,MC2,2023-10-25T03:00:00Z,0.06,0.972,18.4,87.6,1.7,0.32,0.19,18,163,-1.4,0,15,5,460,0.086,18.1
ET8,MC2,2023-10-25T03:15:00Z,0.05,0.977,18.2,87.61,1.8,0.4,0.19,17.9,170,-1.5,0,15,15,463,0.086,18.1
ET8,MC2,2023-10-25T03:30:00Z,0.03,0.986,18,87.61,1.7,0.26,0.18,17.8,163,-1.5,0,15,15,465,0.086,18.1
ET8,MC2,2023-10-25T03:45:00Z,0.01,0.994,17.8,87.62,1.7,0.28,0.2,17.7,155,-1.5,0,15,15,465,0.086,18
ET8,MC2,2023-10-25T04:00:00Z,0,0.999,17.7,87.63,1.7,0.36,0.23,17.7,159,-1.5,0,15,15,462,0.086,18
ET8,MC2,2023-10-25T04:15:00Z,0,1.001,18,87.63,1.8,1.52,0.24,17.8,158,-1.5,0,15,15,461,0.085,18
ET8,MC2,2023-10-25T04:30:00Z,0,1,18,87.64,1.7,0.29,0.19,17.8,164,-1.5,0,15,15,462,0.085,18
ET8,MC2,2023-10-25T04:45:00Z,0,1,18.1,87.67,1.7,0.61,0.2,17.9,166,-1.5,0,15,15,463,0.085,18
ET8,MC2,2023-10-25T05:00:00Z,0,0.999,18.2,87.68,1.7,0.27,0.19,18,164,-1.5,0,15,15,463,0.085,18
ET8,MC2,2023-10-25T05:15:00Z,0,1,18.2,87.69,1.8,0.28,0.19,18.1,169,-1.5,0,15,15,463,0.085,18
ET8,MC2,2023-10-25T05:30:00Z,0,1.001,18.2,87.71,1.7,0.52,0.33,18.1,154,-1.5,0,15,15,463,0.085,18
ET8,MC2,2023-10-25T05:45:00Z,0,1.001,18.1,87.72,1.7,0.86,0.32,18.1,144,-1.5,1.5,15,15,462,0.085,18
ET8,MC2,2023-10-25T06:00:00Z,0,1.001,18,87.73,1.7,0.89,0.35,18.1,153,-1.5,9.9,15,15,464,0.085,18
ET8,MC2,2023-10-25T06:15:00Z,0,0.999,18,87.74,1.7,0.3,0.18,18.1,167,-1.5,20.1,15,15,466,0.085,18
ET8,MC2,2023-10-25T06:30:00Z,0,1,18,87.74,1.7,0.34,0.2,18.2,160,-1.5,30.9,15,15,466,0.085,18
ET8,MC2,2023-10-25T06:45:00Z,0,1.001,18.4,87.75,1.7,0.4,0.22,18.8,161,-1.4,49.4,15,15,460,0.085,18.1
ET8,MC2,2023-10-25T07:00:00Z,0,1,19.4,87.76,1.8,0.45,0.22,20,152,-1.4,118.1,15,1,457,0.085,18.2
